"Chr_Lv_Dummy_1","Char_Lv_Dummy","1","0","0","0"
"Chr_Lv_Dummy_2","Char_Lv_Dummy","2","5","5","1000"
"Chr_Lv_Dummy_3","Char_Lv_Dummy","3","11","16","2000"
"Chr_Lv_Dummy_4","Char_Lv_Dummy","4","17","33","3000"
"Chr_Lv_Dummy_5","Char_Lv_Dummy","5","23","56","4000"
"Chr_Lv_Dummy_6","Char_Lv_Dummy","6","29","85","5000"
"Chr_Lv_Dummy_7","Char_Lv_Dummy","7","35","120","6000"
"Chr_Lv_Dummy_8","Char_Lv_Dummy","8","42","162","7000"
"Chr_Lv_Dummy_9","Char_Lv_Dummy","9","49","211","8000"
"Chr_Lv_Dummy_10","Char_Lv_Dummy","10","56","267","9000"
"Chr_Lv_Dummy_11","Char_Lv_Dummy","11","63","330","10000"
"Chr_Lv_Dummy_12","Char_Lv_Dummy","12","70","400","11000"
"Chr_Lv_Dummy_13","Char_Lv_Dummy","13","78","478","12000"
"Chr_Lv_Dummy_14","Char_Lv_Dummy","14","86","564","13000"
"Chr_Lv_Dummy_15","Char_Lv_Dummy","15","94","658","14000"
"Chr_Lv_Dummy_16","Char_Lv_Dummy","16","102","760","15000"
"Chr_Lv_Dummy_17","Char_Lv_Dummy","17","110","870","16000"
"Chr_Lv_Dummy_18","Char_Lv_Dummy","18","119","989","17000"
"Chr_Lv_Dummy_19","Char_Lv_Dummy","19","128","1117","18000"
"Chr_Lv_Dummy_20","Char_Lv_Dummy","20","137","1254","19000"
"Chr_Lv_Dummy_21","Char_Lv_Dummy","21","290","1544","20000"
"Chr_Lv_Dummy_22","Char_Lv_Dummy","22","300","1844","21000"
"Chr_Lv_Dummy_23","Char_Lv_Dummy","23","320","2164","22000"
"Chr_Lv_Dummy_24","Char_Lv_Dummy","24","340","2504","23000"
"Chr_Lv_Dummy_25","Char_Lv_Dummy","25","360","2864","24000"
"Chr_Lv_Dummy_26","Char_Lv_Dummy","26","380","3244","25000"
"Chr_Lv_Dummy_27","Char_Lv_Dummy","27","400","3644","26000"
"Chr_Lv_Dummy_28","Char_Lv_Dummy","28","420","4064","27000"
"Chr_Lv_Dummy_29","Char_Lv_Dummy","29","440","4504","28000"
"Chr_Lv_Dummy_30","Char_Lv_Dummy","30","460","4964","29000"
"Chr_Lv_Dummy_31","Char_Lv_Dummy","31","480","5444","30000"
"Chr_Lv_Dummy_32","Char_Lv_Dummy","32","500","5944","31000"
"Chr_Lv_Dummy_33","Char_Lv_Dummy","33","530","6474","32000"
"Chr_Lv_Dummy_34","Char_Lv_Dummy","34","560","7034","33000"
"Chr_Lv_Dummy_35","Char_Lv_Dummy","35","590","7624","34000"
"Chr_Lv_Dummy_36","Char_Lv_Dummy","36","620","8244","35000"
"Chr_Lv_Dummy_37","Char_Lv_Dummy","37","650","8894","36000"
"Chr_Lv_Dummy_38","Char_Lv_Dummy","38","680","9574","37000"
"Chr_Lv_Dummy_39","Char_Lv_Dummy","39","710","10284","38000"
"Chr_Lv_Dummy_40","Char_Lv_Dummy","40","750","11034","39000"
"Chr_Lv_Dummy_41","Char_Lv_Dummy","41","790","11824","40000"
"Chr_Lv_Dummy_42","Char_Lv_Dummy","42","830","12654","41000"
"Chr_Lv_Dummy_43","Char_Lv_Dummy","43","870","13524","42000"
"Chr_Lv_Dummy_44","Char_Lv_Dummy","44","910","14434","43000"
"Chr_Lv_Dummy_45","Char_Lv_Dummy","45","960","13038","44000"
"Chr_Lv_Dummy_46","Char_Lv_Dummy","46","1010","14048","45000"
"Chr_Lv_Dummy_47","Char_Lv_Dummy","47","1060","15108","46000"
"Chr_Lv_Dummy_48","Char_Lv_Dummy","48","1110","16218","47000"
"Chr_Lv_Dummy_49","Char_Lv_Dummy","49","1170","17388","48000"
"Chr_Lv_Dummy_50","Char_Lv_Dummy","50","1230","18618","49000"
"Chr_Lv_Dummy_51","Char_Lv_Dummy","51","1290","22264","50000"
"Chr_Lv_Dummy_52","Char_Lv_Dummy","52","1350","23614","51000"
"Chr_Lv_Dummy_53","Char_Lv_Dummy","53","1420","25034","52000"
"Chr_Lv_Dummy_54","Char_Lv_Dummy","54","1490","26524","53000"
"Chr_Lv_Dummy_55","Char_Lv_Dummy","55","1560","28084","54000"
"Chr_Lv_Dummy_56","Char_Lv_Dummy","56","1640","29724","55000"
"Chr_Lv_Dummy_57","Char_Lv_Dummy","57","1720","31444","56000"
"Chr_Lv_Dummy_58","Char_Lv_Dummy","58","1810","33254","57000"
"Chr_Lv_Dummy_59","Char_Lv_Dummy","59","1900","35154","58000"
"Chr_Lv_Dummy_60","Char_Lv_Dummy","60","2000","37154","59000"
"Chr_Lv_Dummy_61","Char_Lv_Dummy","61","2100","39254","60000"
