"area_castle","14","12","True","KingdomAreaFix1"
"area_summon","6","6","True","KingdomAreaFix2"
"area_townhall","15","9","True","KingdomAreaFix3"
"area_supplier","4","4","True","KingdomAreaFix4"
"area_temple","6","6","True","KingdomAreaFix5"
"area_mid_01","6","6","False","KingdomAreaMid"
"area_mid_02","6","6","False","KingdomAreaMid"
"area_mid_03","6","6","False","KingdomAreaMid"
"area_mid_04","6","6","False","KingdomAreaMid"
"area_mid_05","6","6","False","KingdomAreaMid"
"area_mid_06","6","6","False","KingdomAreaMid"
"area_mid_07","6","6","False","KingdomAreaMid"
"area_mid_08","6","6","False","KingdomAreaMid"
"area_mid_09","6","6","False","KingdomAreaMid"
"area_mid_10","6","6","False","KingdomAreaMid"
"area_mid_11","6","6","False","KingdomAreaMid"
"area_sml_01","3","3","False","KingdomAreaSml"
"area_sml_02","3","3","False","KingdomAreaSml"
"area_sml_03","3","3","False","KingdomAreaSml"
"area_sml_04","3","3","False","KingdomAreaSml"
"area_sml_05","3","3","False","KingdomAreaSml"
"area_sml_06","3","3","False","KingdomAreaSml"
"area_sml_07","3","3","False","KingdomAreaSml"
"area_sml_08","3","3","False","KingdomAreaSml"
"area_sml_09","3","3","False","KingdomAreaSml"
"area_sml_10","3","3","False","KingdomAreaSml"
"area_sml_11","3","3","False","KingdomAreaSml"
"area_sml_12","3","3","False","KingdomAreaSml"
