"MessedUpMagicAcademy_Normal_001","EventAdventure_MessedUpMagicAcademy","1","Normal","Normal","1","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_01","400","800","MessedUpMagicAcademy_FixedReward_01","MessedUpMagicAcademy_RandomReward_01","Point_AP","10","None","","EventAdventureModeParty","EventAdventure001_N_001","0"
"MessedUpMagicAcademy_Normal_002","EventAdventure_MessedUpMagicAcademy","2","Normal","Normal","2","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_02","400","800","MessedUpMagicAcademy_FixedReward_02","MessedUpMagicAcademy_RandomReward_02","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_001","EventAdventureModeParty","EventAdventure001_N_002","0"
"MessedUpMagicAcademy_Normal_003","EventAdventure_MessedUpMagicAcademy","3","Normal","Normal","3","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_03","400","800","MessedUpMagicAcademy_FixedReward_03","MessedUpMagicAcademy_RandomReward_03","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_002","EventAdventureModeParty","EventAdventure001_N_003","0"
"MessedUpMagicAcademy_Normal_004","EventAdventure_MessedUpMagicAcademy","4","Normal","Normal","4","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_04","400","800","MessedUpMagicAcademy_FixedReward_04","MessedUpMagicAcademy_RandomReward_01","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_003","EventAdventureModeParty","EventAdventure001_N_004","0"
"MessedUpMagicAcademy_Normal_005","EventAdventure_MessedUpMagicAcademy","5","Normal","Normal","5","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_05","400","800","MessedUpMagicAcademy_FixedReward_05","MessedUpMagicAcademy_RandomReward_02","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_004","EventAdventureModeParty","EventAdventure001_N_005","0"
"MessedUpMagicAcademy_Normal_006","EventAdventure_MessedUpMagicAcademy","6","Normal","Normal","6","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_06","400","800","MessedUpMagicAcademy_FixedReward_06","MessedUpMagicAcademy_RandomReward_03","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_005","EventAdventureModeParty","EventAdventure001_N_006","0"
"MessedUpMagicAcademy_Normal_007","EventAdventure_MessedUpMagicAcademy","7","Normal","Normal","7","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_07","400","800","MessedUpMagicAcademy_FixedReward_07","MessedUpMagicAcademy_RandomReward_01","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_006","EventAdventureModeParty","EventAdventure001_N_007","0"
"MessedUpMagicAcademy_Normal_008","EventAdventure_MessedUpMagicAcademy","8","Normal","Normal","8","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_08","400","800","MessedUpMagicAcademy_FixedReward_08","MessedUpMagicAcademy_RandomReward_02","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_007","EventAdventureModeParty","EventAdventure001_N_008","0"
"MessedUpMagicAcademy_Normal_009","EventAdventure_MessedUpMagicAcademy","9","Normal","Normal","9","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_09","400","800","MessedUpMagicAcademy_FixedReward_09","MessedUpMagicAcademy_RandomReward_03","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_008","EventAdventureModeParty","EventAdventure001_N_009","0"
"MessedUpMagicAcademy_Normal_010","EventAdventure_MessedUpMagicAcademy","10","Normal","Normal","10","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_10","400","800","MessedUpMagicAcademy_FixedReward_10","MessedUpMagicAcademy_RandomReward_01","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_009","EventAdventureModeParty","EventAdventure001_N_010","0"
"MessedUpMagicAcademy_Normal_011","EventAdventure_MessedUpMagicAcademy","11","Normal","Normal","11","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_11","400","800","MessedUpMagicAcademy_FixedReward_11","MessedUpMagicAcademy_RandomReward_02","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_010","EventAdventureModeParty","EventAdventure001_N_011","0"
"MessedUpMagicAcademy_Normal_012","EventAdventure_MessedUpMagicAcademy","12","Normal","Normal","12","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_12","400","800","MessedUpMagicAcademy_FixedReward_12","MessedUpMagicAcademy_RandomReward_03","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_011","EventAdventureModeParty","EventAdventure001_N_012","0"
"MessedUpMagicAcademy_Normal_013","EventAdventure_MessedUpMagicAcademy","13","Normal","Normal","13","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_13","400","800","MessedUpMagicAcademy_FixedReward_13","MessedUpMagicAcademy_RandomReward_01","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_012","EventAdventureModeParty","EventAdventure001_N_013","0"
"MessedUpMagicAcademy_Normal_014","EventAdventure_MessedUpMagicAcademy","14","Normal","Normal","14","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_14","400","800","MessedUpMagicAcademy_FixedReward_14","MessedUpMagicAcademy_RandomReward_02","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_013","EventAdventureModeParty","EventAdventure001_N_014","0"
"MessedUpMagicAcademy_Normal_015","EventAdventure_MessedUpMagicAcademy","15","Normal","Normal","15","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_15","400","800","MessedUpMagicAcademy_FixedReward_15","MessedUpMagicAcademy_RandomReward_03","Point_AP","10","StageClear","MessedUpMagicAcademy_Normal_014","EventAdventureModeParty","EventAdventure001_N_015","0"
"MessedUpMagicAcademy_Hard_001","EventAdventure_MessedUpMagicAcademy","1","Hard","Normal","14","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_16","800","1600","MessedUpMagicAcademy_FixedReward_16","MessedUpMagicAcademy_RandomReward_01","Point_AP","20","None","MessedUpMagicAcademy_Normal_015","EventAdventureModeParty","EventAdventure001_H_001","3"
"MessedUpMagicAcademy_Hard_002","EventAdventure_MessedUpMagicAcademy","2","Hard","Normal","16","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_17","800","1600","MessedUpMagicAcademy_FixedReward_17","MessedUpMagicAcademy_RandomReward_02","Point_AP","20","StageClear","MessedUpMagicAcademy_Hard_001","EventAdventureModeParty","EventAdventure001_H_002","3"
"MessedUpMagicAcademy_Hard_003","EventAdventure_MessedUpMagicAcademy","3","Hard","Normal","18","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_18","800","1600","MessedUpMagicAcademy_FixedReward_18","MessedUpMagicAcademy_RandomReward_03","Point_AP","20","StageClear","MessedUpMagicAcademy_Hard_002","EventAdventureModeParty","EventAdventure001_H_003","3"
"MessedUpMagicAcademy_Boss_001","EventAdventure_MessedUpMagicAcademy","1","EventBoss","Boss","19","Stage_MissionGroup_0001","50","MessedUpMagicAcademy_FirstClearReward_19","800","1600","MessedUpMagicAcademy_FixedReward_19","MessedUpMagicAcademy_RandomReward_04","Item_EventAdventure_BossTicket","5","None","","EventAdventureBossModeParty","EventAdventure001_Boss_001","0"
