"Test_Arena_1_1","Test_Arena_1","1","30","20","52","3.5","Btcmv_Default_0001"
"AdventureMode_1","TutoBattle_Last","1","31.25","20","52","3.5","Btcmv_Default_0001"
"AdventureMode_2","TutoBattle_Last","2","63.25","52","84","3.5","Btcmv_Default_0001"
"AdventureMode_1","AdventureMode","1","31.25","20","52","3.5","Btcmv_Default_0001"
"AdventureMode_2","AdventureMode","2","63.25","52","84","3.5","Btcmv_Default_0001"
"AdventureMode_4","AdventureMode1","1","31.25","20","52","3.5","Btcmv_Default_0001"
"AdventureMode_5","AdventureMode2","1","31.25","20","52","3.5","Btcmv_Default_0001"
"AdventureMode_6","AdventureMode2","2","63.25","52","84","3.5","Btcmv_Default_0001"
"Cellarn_1","Cellarn","1","31.25","20","52","3.5","Btcmv_Default_0001"
"Cellarn_2","Cellarn","2","63.25","52","84","3.5","Btcmv_Default_0001"
"Shibaya_1","Shibaya","1","31.25","20","52","3.5","Btcmv_Default_0001"
"Shibaya_2","Shibaya","2","63.25","52","84","3.5","Btcmv_Default_0001"
"Beastlim_1","Beastlim","1","31.25","20","52","3.5","Btcmv_Default_0001"
"Beastlim_2","Beastlim","2","63.25","52","84","3.5","Btcmv_Default_0001"
"Elvinzia_1","Elvinzia","1","31.25","20","52","3.5","Btcmv_Default_0001"
"Elvinzia_2","Elvinzia","2","63.25","52","84","3.5","Btcmv_Default_0001"
"Paulhill_1","Paulhill","1","31.25","20","52","3.5","Btcmv_Default_0001"
"Paulhill_2","Paulhill","2","63.25","52","84","3.5","Btcmv_Default_0001"
"Clover_1","Clover","1","30.383","20","52","5","Btcmv_Default_0001"
"Heart_1","Heart","1","30.383","20","52","3.5","Btcmv_Default_0001"
"Diamond_1","Diamond","1","30.383","20","52","3.5","Btcmv_Default_0001"
"Spade_1","Spade","1","30.383","20","52","5","Btcmv_Default_0001"
"RuinsEXP_1","RuinsEXP","1","31.25","20","52","3.5","Btcmv_Default_0001"
"RuinsEXP_2","RuinsEXP","2","63.25","52","84","3.5","Btcmv_Default_0001"
"RuinsEXP_3","RuinsEXP","3","95.25","84","116","3.5","Btcmv_Default_0001"
"RuinsGOLD_1","RuinsGOLD","1","31.25","20","52","3.5","Btcmv_Default_0001"
"TotalWar_1","TotalWarLeshy","1","31.25","20","52","8.2","Btcmv_TotalWar_Leshy"
"TotalWar_2","TotalWarZephyrus","1","31.25","20","52","8.2","Btcmv_TotalWar_Zephyrus"
"SB_01","SB","1","31.25","20","52","3.5","Btcmv_Default_0001"
"SB_02","SB_BOSS","1","31.25","20","52","8.2","Btcmv_TotalWar_Leshy"
"EventAdventure_001_1","EventAdventure_001_Normal","1","31.25","20","52","3.5","Btcmv_Default_0001"
"EventAdventure_001_2","EventAdventure_001_Normal","2","63.25","52","84","3.5","Btcmv_Default_0001"
"EventAdventure_001_3","EventAdventure_001_Boss","1","31.25","20","52","8.2","Btcmv_TotalWar_Leshy"
"PB_1","PB_Normal","1","31.25","20","52","3.5","Btcmv_Default_0001"
"PB_2","PB_Challenge1","1","31.25","20","52","3.5","Btcmv_Default_0001"
"PB_3","PB_Challenge2","1","31.25","20","52","8.2","Btcmv_TotalWar_Leshy"
