"Skill_C_001_01_B_ActiveSkill","SkillEffect","Skill_C_001_01_B_ActiveSkill_01","Value_1","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_001_01_B_ActiveSkill","SkillEffect","Skill_C_001_01_B_ActiveSkill_02","Value_2","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_001_01_B_ActiveSkill","SkillEffect","Skill_C_001_01_B_ActiveSkill_02","Sec","HoldingValue","","","","Float"
"Skill_C_001_01_B_LinkSkill","SkillBase","Skill_C_001_01_B_LinkSkill","Sec","CoolTime","","","","Float"
"Skill_C_001_01_B_LinkSkill","SkillBase","Skill_C_001_01_B_LinkSkill","Target","CastTargetSelectValue","","","","Int"
"Skill_C_001_01_B_LinkSkill","SkillEffect","Skill_C_001_01_B_LinkSkill_01","Value","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_001_01_B_AtkE","SkillEffect","Skill_C_001_01_B_AtkE_01","Value","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_001_01_B_AtkE","SkillEffect","Skill_C_001_01_B_AtkE_01","Sec","HoldingValue","","","","Float"
"Skill_C_001_01_B_Passive","SkillEffect","Skill_C_001_01_B_Passive_01","Value","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_002_01_R_ActiveSkill","SkillBase","Skill_C_002_01_R_ActiveSkill","Target","CastTargetSelectValue","","","","Int"
"Skill_C_002_01_R_ActiveSkill","SkillEffect","Skill_C_002_01_R_ActiveSkill_01","Dmg","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_002_01_R_ActiveSkill","SkillEffect","Skill_C_002_01_R_ActiveSkill_02","Value","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_002_01_R_ActiveSkill","SkillEffect","Skill_C_002_01_R_ActiveSkill_02","Sec","HoldingValue","","","","Float"
"Skill_C_002_01_R_LinkSkill","SkillBase","Skill_C_002_01_R_LinkSkill","Sec_1","CoolTime","","","","Float"
"Skill_C_002_01_R_LinkSkill","SkillBase","Skill_C_002_01_R_LinkSkill","Target","CastTargetSelectValue","","","","Int"
"Skill_C_002_01_R_LinkSkill","SkillEffect","Skill_C_002_01_R_LinkSkill_01","Dmg","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_002_01_R_LinkSkill","SkillEffect","Skill_C_002_01_R_LinkSkill_02","Sec_2","HoldingValue","","","","Float"
"Skill_C_002_01_R_AtkE","SkillBase","Skill_C_002_01_R_AtkE","Value_1","UseStartTimeValue","","","","Percent"
"Skill_C_002_01_R_AtkE","SkillEffect","Skill_C_002_01_R_AtkE_01","Value_2","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_002_01_R_Passive","SkillEffect","Skill_C_002_01_R_Passive_01","Value","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_003_01_B_ActiveSkill","SkillEffect","Skill_C_003_01_B_ActiveSkill_01","Dmg","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_003_01_B_ActiveSkill","SkillEffect","Skill_C_003_01_B_ActiveSkill_02","Value","EffectValue1","EffectValueAdd1","","","Float"
"Skill_C_003_01_B_LinkSkill","SkillBase","Skill_C_003_01_B_LinkSkill","Sec","CoolTime","","","","Float"
"Skill_C_003_01_B_LinkSkill","SkillEffect","Skill_C_003_01_B_LinkSkill_01","Dmg","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_003_01_B_LinkSkill","SkillEffect","Skill_C_003_01_B_LinkSkill_02","Value_2","EffectValue1","EffectValueAdd1","","","Percent"
"Skill_C_003_01_B_LinkSkill","SkillEffect","Skill_C_003_01_B_LinkSkill_02","Sec_2","HoldingValue","","","","Float"
