"BotNamePrefix_1","BotNamePrefix","Test_BotName_Prefix_1"
"BotNamePrefix_2","BotNamePrefix","Test_BotName_Prefix_2"
"BotNamePrefix_3","BotNamePrefix","Test_BotName_Prefix_3"
"BotNamePrefix_4","BotNamePrefix","Test_BotName_Prefix_4"
"BotNamePrefix_5","BotNamePrefix","Test_BotName_Prefix_5"
"BotNamePrefix_6","BotNamePrefix","Test_BotName_Prefix_6"
"BotNamePrefix_7","BotNamePrefix","Test_BotName_Prefix_7"
"BotNamePrefix_8","BotNamePrefix","Test_BotName_Prefix_8"
"BotNamePrefix_9","BotNamePrefix","Test_BotName_Prefix_9"
"BotNamePrefix_10","BotNamePrefix","Test_BotName_Prefix_10"
"BotNamePrefix_11","BotNamePrefix","Test_BotName_Prefix_11"
"BotNamePrefix_12","BotNamePrefix","Test_BotName_Prefix_12"
"BotNamePrefix_13","BotNamePrefix","Test_BotName_Prefix_13"
"BotNamePrefix_14","BotNamePrefix","Test_BotName_Prefix_14"
"BotNameSuffix_1","BotNameSuffix","Test_BotName_Suffix_1"
"BotNameSuffix_2","BotNameSuffix","Test_BotName_Suffix_2"
"BotNameSuffix_3","BotNameSuffix","Test_BotName_Suffix_3"
"BotNameSuffix_4","BotNameSuffix","Test_BotName_Suffix_4"
"BotNameSuffix_5","BotNameSuffix","Test_BotName_Suffix_5"
"BotNameSuffix_6","BotNameSuffix","Test_BotName_Suffix_6"
"BotNameSuffix_7","BotNameSuffix","Test_BotName_Suffix_7"
"BotNameSuffix_8","BotNameSuffix","Test_BotName_Suffix_8"
"BotNameSuffix_9","BotNameSuffix","Test_BotName_Suffix_9"
"BotNameSuffix_10","BotNameSuffix","Test_BotName_Suffix_10"
"BotNameSuffix_11","BotNameSuffix","Test_BotName_Suffix_11"
"BotNameSuffix_12","BotNameSuffix","Test_BotName_Suffix_12"
"BotNameSuffix_13","BotNameSuffix","Test_BotName_Suffix_13"
"BotNameSuffix_14","BotNameSuffix","Test_BotName_Suffix_14"
