"P_St_001_Mon_537_Prologue","P_St_001","Mon_537_Prologue","Munchkin","3","0","0","","","","","0"
"P_St_001_Mon_024_S01_Prologue","P_St_001","Mon_024_S01_Prologue","Munchkin","3","0","0","","","","","0"
"P_St_001_Mon_025_S01_Prologue","P_St_001","Mon_025_S01_Prologue","Munchkin","3","0","0","","","","","0"
"P_St_001_Mon_525_S01_Prologue","P_St_001","Mon_525_S01_Prologue","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_031_S01_G","AD_N_P1","Mon_031_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_031_S01_G2","AD_N_P1","Mon_031_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_031_S01_G3","AD_N_P1","Mon_031_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_031_S01_R","AD_N_P1","Mon_031_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_031_S01_R2","AD_N_P1","Mon_031_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_031_S01_R3","AD_N_P1","Mon_031_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_513_S01_G","AD_N_P1","Mon_513_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_513_S01_G2","AD_N_P1","Mon_513_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_513_S01_G3","AD_N_P1","Mon_513_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_529_S01_G","AD_N_P1","Mon_529_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_529_S01_G2","AD_N_P1","Mon_529_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_529_S01_G3","AD_N_P1","Mon_529_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_528_S01_G","AD_N_P1","Mon_528_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_528_S01_G2","AD_N_P1","Mon_528_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_528_S01_G3","AD_N_P1","Mon_528_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_530_S01_G","AD_N_P1","Mon_530_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_530_S01_G2","AD_N_P1","Mon_530_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_530_S01_G3","AD_N_P1","Mon_530_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_532_S01_R","AD_N_P1","Mon_532_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_532_S01_R2","AD_N_P1","Mon_532_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_532_S01_R3","AD_N_P1","Mon_532_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_532_S01_BOSS","AD_N_P1","Mon_532_S01_BOSS","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_531_S01_R","AD_N_P1","Mon_531_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_531_S01_R2","AD_N_P1","Mon_531_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_531_S01_R3","AD_N_P1","Mon_531_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_531_S01_BOSS","AD_N_P1","Mon_531_S01_BOSS","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_533_S01_R","AD_N_P1","Mon_533_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_533_S01_R2","AD_N_P1","Mon_533_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_533_S01_R3","AD_N_P1","Mon_533_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_533_S01_BOSS","AD_N_P1","Mon_533_S01_BOSS","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_534_S01_R","AD_N_P1","Mon_534_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_534_S01_R2","AD_N_P1","Mon_534_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_534_S01_R3","AD_N_P1","Mon_534_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_535_S01_G","AD_N_P1","Mon_535_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_535_S01_G2","AD_N_P1","Mon_535_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P1_Mon_535_S01_G3","AD_N_P1","Mon_535_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_024_S01_G","AD_N_P2","Mon_024_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_024_S01_G2","AD_N_P2","Mon_024_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_024_S01_G3","AD_N_P2","Mon_024_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_025_S01_G","AD_N_P2","Mon_025_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_025_S01_G2","AD_N_P2","Mon_025_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_025_S01_G3","AD_N_P2","Mon_025_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_045_S01_R","AD_N_P2","Mon_045_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_045_S01_R2","AD_N_P2","Mon_045_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_045_S01_R3","AD_N_P2","Mon_045_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_046_S01_G","AD_N_P2","Mon_046_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_046_S01_G2","AD_N_P2","Mon_046_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_046_S01_G3","AD_N_P2","Mon_046_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_536_S01_G","AD_N_P2","Mon_536_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_536_S01_G2","AD_N_P2","Mon_536_S01_G2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_536_S01_G3","AD_N_P2","Mon_536_S01_G3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_537_S01_R","AD_N_P2","Mon_537_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_537_S01_R2","AD_N_P2","Mon_537_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_537_S01_R3","AD_N_P2","Mon_537_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_537_S01_BOSS","AD_N_P2","Mon_537_S01_BOSS","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_525_S01_R","AD_N_P2","Mon_525_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_525_S01_R2","AD_N_P2","Mon_525_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_525_S01_R3","AD_N_P2","Mon_525_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_525_S01_BOSS","AD_N_P2","Mon_525_S01_BOSS","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_527_S01_R","AD_N_P2","Mon_527_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_527_S01_R2","AD_N_P2","Mon_527_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_527_S01_R3","AD_N_P2","Mon_527_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_527_S01_BOSS","AD_N_P2","Mon_527_S01_BOSS","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_021_S01_R","AD_N_P2","Mon_021_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_021_S01_R2","AD_N_P2","Mon_021_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_021_S01_R3","AD_N_P2","Mon_021_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_555_S01_R","AD_N_P2","Mon_555_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_555_S01_R2","AD_N_P2","Mon_555_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_555_S01_R3","AD_N_P2","Mon_555_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_556_S01_R","AD_N_P2","Mon_556_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_556_S01_R2","AD_N_P2","Mon_556_S01_R2","Munchkin","3","0","0","","","","","0"
"AD_N_P2_Mon_556_S01_R3","AD_N_P2","Mon_556_S01_R3","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_030_S01_B","AD_N_P3","Mon_030_S01_B","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_057_S01_G","AD_N_P3","Mon_057_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_057_S01_B","AD_N_P3","Mon_057_S01_B","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_052_S01_G","AD_N_P3","Mon_052_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_557_S01_G","AD_N_P3","Mon_557_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_558_S01_G","AD_N_P3","Mon_558_S01_G","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_559_S01_R","AD_N_P3","Mon_559_S01_R","Munchkin","3","0","0","","","","","0"
"AD_N_P3_Mon_526_S01_R","AD_N_P3","Mon_526_S01_R","Munchkin","3","0","0","","","","","0"
