"Normal_TWC001_P1","TotalWar_Leshy_001","TotalWar_Leshy_001_Wave1","Normal_Leshy_Phase","F_B_TWC001_G1","P1","Normal_TWC001_P2","P2","CharHpN","6000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","Sfx_Sk_TWC001_S01_Transfom"
"Normal_TWC001_P2","TotalWar_Leshy_001","TotalWar_Leshy_001_Wave1","Normal_Leshy_Phase","F_B_TWC001_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","",""
"Hard_TWC001_P1","TotalWar_Leshy_002","TotalWar_Leshy_002_Wave1","Hard_Leshy_Phase","F_B_TWC001_G2","P1","Hard_TWC001_P2","P2","CharHpN","6000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","Sfx_Sk_TWC001_S01_Transfom"
"Hard_TWC001_P2","TotalWar_Leshy_002","TotalWar_Leshy_002_Wave1","Hard_Leshy_Phase","F_B_TWC001_G2","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","",""
"Expert_TWC001_P1","TotalWar_Leshy_003","TotalWar_Leshy_003_Wave1","Expert_Leshy_Phase","F_B_TWC001_G3","P1","Expert_TWC001_P2","P2","CharHpN","6000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","Sfx_Sk_TWC001_S01_Transfom"
"Expert_TWC001_P2","TotalWar_Leshy_003","TotalWar_Leshy_003_Wave1","Expert_Leshy_Phase","F_B_TWC001_G3","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","",""
"Master_TWC001_P1","TotalWar_Leshy_004","TotalWar_Leshy_004_Wave1","Master_Leshy_Phase","F_B_TWC001_G4","P1","Master_TWC001_P2","P2","CharHpN","6000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","Sfx_Sk_TWC001_S01_Transfom"
"Master_TWC001_P2","TotalWar_Leshy_004","TotalWar_Leshy_004_Wave1","Master_Leshy_Phase","F_B_TWC001_G4","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","",""
"Torment_TWC001_P1","TotalWar_Leshy_005","TotalWar_Leshy_005_Wave1","Torment_Leshy_Phase","F_B_TWC001_G5","P1","Torment_TWC001_P2","P2","CharHpN","6000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","Sfx_Sk_TWC001_S01_Transfom"
"Torment_TWC001_P2","TotalWar_Leshy_005","TotalWar_Leshy_005_Wave1","Torment_Leshy_Phase","F_B_TWC001_G5","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","",""
"Extreme_TWC001_P1","TotalWar_Leshy_006","TotalWar_Leshy_006_Wave1","Extreme_Leshy_Phase","F_B_TWC001_G6","P1","Extreme_TWC001_P2","P2","CharHpN","6000","","","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","Sfx_Sk_TWC001_S01_Transfom"
"Extreme_TWC001_P2","TotalWar_Leshy_006","TotalWar_Leshy_006_Wave1","Extreme_Leshy_Phase","F_B_TWC001_G6","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC001_InGame_Transform.prefab","InGame/Adventure/Cellarn01/Cellarn01_Fire.prefab","","Sfx_Bgm_Totalwar_Leshy_Phase2","",""
"Normal_TWC002_P1","TotalWar_Zephyrus_001","TotalWar_Zephyrus_001_Wave1","Normal_Zephyrus_Phase","F_B_TWC002_G1","P1","Normal_TWC002_P2","P2","CharHpN","5000","","","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","Sfx_Sk_TWC002_S01_Transform"
"Normal_TWC002_P2","TotalWar_Zephyrus_001","TotalWar_Zephyrus_001_Wave1","Normal_Zephyrus_Phase","F_B_TWC002_G1","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC002_InGame_Transform.prefab","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","",""
"Hard_TWC002_P1","TotalWar_Zephyrus_002","TotalWar_Zephyrus_002_Wave1","Hard_Zephyrus_Phase","F_B_TWC002_G2","P1","Hard_TWC002_P2","P2","CharHpN","5000","","","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","Sfx_Sk_TWC002_S01_Transform"
"Hard_TWC002_P2","TotalWar_Zephyrus_002","TotalWar_Zephyrus_002_Wave1","Hard_Zephyrus_Phase","F_B_TWC002_G2","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC002_InGame_Transform.prefab","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","",""
"Expert_TWC002_P1","TotalWar_Zephyrus_003","TotalWar_Zephyrus_003_Wave1","Expert_Zephyrus_Phase","F_B_TWC002_G3","P1","Expert_TWC002_P2","P2","CharHpN","5000","","","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","Sfx_Sk_TWC002_S01_Transform"
"Expert_TWC002_P2","TotalWar_Zephyrus_003","TotalWar_Zephyrus_003_Wave1","Expert_Zephyrus_Phase","F_B_TWC002_G3","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC002_InGame_Transform.prefab","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","",""
"Master_TWC002_P1","TotalWar_Zephyrus_004","TotalWar_Zephyrus_004_Wave1","Master_Zephyrus_Phase","F_B_TWC002_G4","P1","Master_TWC002_P2","P2","CharHpN","5000","","","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","Sfx_Sk_TWC002_S01_Transform"
"Master_TWC002_P2","TotalWar_Zephyrus_004","TotalWar_Zephyrus_004_Wave1","Master_Zephyrus_Phase","F_B_TWC002_G4","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC002_InGame_Transform.prefab","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","",""
"Torment_TWC002_P1","TotalWar_Zephyrus_005","TotalWar_Zephyrus_005_Wave1","Torment_Zephyrus_Phase","F_B_TWC002_G5","P1","Torment_TWC002_P2","P2","CharHpN","5000","","","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","Sfx_Sk_TWC002_S01_Transform"
"Torment_TWC002_P2","TotalWar_Zephyrus_005","TotalWar_Zephyrus_005_Wave1","Torment_Zephyrus_Phase","F_B_TWC002_G5","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC002_InGame_Transform.prefab","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","",""
"Extreme_TWC002_P1","TotalWar_Zephyrus_006","TotalWar_Zephyrus_006_Wave1","Extreme_Zephyrus_Phase","F_B_TWC002_G6","P1","Extreme_TWC002_P2","P2","CharHpN","5000","","","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","Sfx_Sk_TWC002_S01_Transform"
"Extreme_TWC002_P2","TotalWar_Zephyrus_006","TotalWar_Zephyrus_006_Wave1","Extreme_Zephyrus_Phase","F_B_TWC002_G6","P2","","","","","Assets/Data/TimeLine/Prefab/FX_Timeline_TWC002_InGame_Transform.prefab","InGame/Raid/Harpy/Harpy_Phase02.prefab","","Sfx_Bgm_Totalwar_Zephyrus_Phase2","",""
