"Food_Steak","BattleBuffFood","BasePhysicalAtkUp","300","400","500","3","5","200","3000","6000","4000","5000","Item_Ingredients_WhiteAsparagus","2","Item_Ingredients_Meat","3","Item_Ingredients_Salt","2","Str_UI_Dinner_PhysicalAtkDesc","Str_UI_Dinner_PhysicalAtkPlus","Str_UI_Food_Steak","ICON_FOOD_Steak"
"Food_FriedChicken","BattleBuffFood","BaseMagicalAtkUp","300","400","500","3","5","200","3000","6000","4000","5000","Item_Ingredients_StarMushroom","2","Item_Ingredients_BirdMeat","3","Item_Ingredients_CookingOil","2","Str_UI_Dinner_MagicalAtkDesc","Str_UI_Dinner_MagicalAtkPlus","Str_UI_Food_FriedChicken","ICON_FOOD_FriedChicken"
"Food_CheeseHambak","BattleBuffFood","BasePhysicalDefUp","300","400","500","3","5","200","3000","6000","4000","5000","Item_Ingredients_StarMushroom","2","Item_Ingredients_Meat","3","Item_Ingredients_Cheese","1","Str_UI_Dinner_PhysicalDefDesc","Str_UI_Dinner_PhysicalDefPlus","Str_UI_Food_CheeseHambak","ICON_FOOD_CheeseHambak"
"Food_FishRiceSet","BattleBuffFood","BaseMagicalDefUp","300","400","500","3","5","200","3000","6000","4000","5000","Item_Ingredients_FairySprout","2","Item_Ingredients_Fish","3","Item_Ingredients_Salt","2","Str_UI_Dinner_MagicalDefDesc","Str_UI_Dinner_MagicalDefPlus","Str_UI_Food_FishRiceSet","ICON_FOOD_FishRiceSet"
"Food_Gambas","BattleBuffFood","BaseHpUp","300","400","500","3","5","200","3000","6000","4000","5000","Item_Ingredients_LavaJalapeno","2","Item_Ingredients_Seafood","3","Item_Ingredients_CookingOil","2","Str_UI_Dinner_HpDesc","Str_UI_Dinner_HpPlus","Str_UI_Food_Gambas","ICON_FOOD_Gambas"
"Food_ChickenPasta","GainBuffFood","GoldGain","1000","2000","3000","3","5","200","2000","5000","3000","4000","Item_Ingredients_BirdMeat","3","Item_Ingredients_Milk","2","Item_Ingredients_Flour","2","Str_UI_Dinner_GoldGetDesc","Str_UI_Dinner_GoldGetPlus","Str_UI_Food_ChickenPasta","ICON_FOOD_ChickenPasta"
"Food_TomatoPasta","GainBuffFood","GoldGain","1000","2000","3000","3","5","200","2000","5000","3000","4000","Item_Ingredients_Vegetable","3","Item_Ingredients_Cheese","1","Item_Ingredients_Flour","2","Str_UI_Dinner_GoldGetDesc","Str_UI_Dinner_GoldGetPlus","Str_UI_Food_TomatoPasta","ICON_FOOD_TomatoPasta"
"Food_ChickenBurger","GainBuffFood","GoldGain","1000","2000","3000","3","5","200","2000","5000","3000","4000","Item_Ingredients_BirdMeat","3","Item_Ingredients_Vegetable","1","Item_Ingredients_Flour","2","Str_UI_Dinner_GoldGetDesc","Str_UI_Dinner_GoldGetPlus","Str_UI_Food_ChickenBurger","ICON_FOOD_ChickenBurger"
"Food_SalmonRice","GainBuffFood","DungeonCoinGain","1000","2000","3000","3","5","200","2000","5000","3000","4000","Item_Ingredients_Fish","3","Item_Ingredients_Salt","2","Item_Ingredients_Rice","2","Str_UI_Dinner_DungeonCoinGetDesc","Str_UI_Dinner_DungeonCoinGetPlus","Str_UI_Food_SalmonRice","ICON_FOOD_SalmonRice"
"Food_TempuraRice","GainBuffFood","DungeonCoinGain","1000","2000","3000","3","5","200","2000","5000","3000","4000","Item_Ingredients_Seafood","3","Item_Ingredients_CookingOil","2","Item_Ingredients_Rice","2","Str_UI_Dinner_DungeonCoinGetDesc","Str_UI_Dinner_DungeonCoinGetPlus","Str_UI_Food_TempuraRice","ICON_FOOD_TempuraRice"
