"Campaign_AdventureNormal_x2","AdventureNormal","20000","Str_UI_Campaign_Desc_AdventureNormal_x2"
"Campaign_AdventureNormal_x3","AdventureNormal","30000","Str_UI_Campaign_Desc_AdventureNormal_x3"
"Campaign_AdventureHard_x2","AdventureHard","20000","Str_UI_Campaign_Desc_AdventureHard_x2"
"Campaign_AdventureHard_x3","AdventureHard","30000","Str_UI_Campaign_Desc_AdventureHard_x3"
"Campaign_Dungeon_x2","Dungeon","20000","Str_UI_Campaign_Desc_Dungeon_x2"
"Campaign_Dungeon_x3","Dungeon","30000","Str_UI_Campaign_Desc_Dungeon_x3"
"Campaign_Ruins_x2","Ruins","20000","Str_UI_Campaign_Desc_Ruins_x2"
"Campaign_Ruins_x3","Ruins","30000","Str_UI_Campaign_Desc_Ruins_x3"
"Campaign_KingdomSchedule_x2","KingdomSchedule","20000","Str_UI_Campaign_Desc_Schedule_x2"
"Campaign_KingdomSchedule_x3","KingdomSchedule","30000","Str_UI_Campaign_Desc_Schedule_x3"
"Campaign_ExpBonus_x1_5","ExpBonus","15000","Str_UI_Campaign_Desc_ExpBonus_x1.5"
"Campaign_ExpBonus_x2","ExpBonus","20000","Str_UI_Campaign_Desc_ExpBonus_x2"
"Campaign_EventAdventure_x2","EventAdventureStage","20000","Str_UI_Campaign_EventAdventure_x2"
"Campaign_EventAdventure_x3","EventAdventureStage","30000","Str_UI_Campaign_EventAdventure_x3"
