"Kingdom_Castle_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Castle","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_Castle_Default.prefab"
"Kingdim_Castle_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Castle","Assets/Data/Contents/Kingdom/Prefab/Models/CS001_S01G.prefab"
"Kingdom_WorldTree_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Summon","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_WorldTree_Default.prefab"
"Kingdim_Summon_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Summon","Assets/Data/Contents/Kingdom/Prefab/Models/CS10000_S01G.prefab"
"Kingdom_Inn_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Inn","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_Inn_Default.prefab"
"Kingdim_Inn_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Inn","Assets/Data/Contents/Kingdom/Prefab/Models/NS002_S01.prefab"
"Kingdom_Temple_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Character","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_Temple_Default.prefab"
"Kingdim_Character_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Character","Assets/Data/Contents/Kingdom/Prefab/Models/CS066_S01B.prefab"
"Kingdom_Market_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Store","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_Market_Default.prefab"
"Kingdim_Store_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Store","Assets/Data/Contents/Kingdom/Prefab/Models/CS087_S01B.prefab"
"Kingdom_ArcaneLab_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Mirror","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_ArcaneLab_Default.prefab"
"Kingdim_Mirror_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Mirror","Assets/Data/Contents/Kingdom/Prefab/Models/CS017_S01G.prefab"
"Kingdom_Smithy_Default","Kingdom_Skin_Default","Kingdom_Obj_Building_Equip","Assets/Data/Contents/Kingdom/Prefab/Models/Kingdom_Smithy_Default.prefab"
"Kingdim_Equip_NPC_Default","Kingdom_Skin_Default","Kingdom_Obj_Char_Equip","Assets/Data/Contents/Kingdom/Prefab/Models/CS064_S01R.prefab"
