"WSkillP_Combat_SPUp_G1","WSkillP_Combat_SPUp","AllHeros","BaseHpUp","1","0.1","0.1","10","Str_WSkillP_Combat_SPUp_Desc"
"WSkillP_Combat_SPUp_G2","WSkillP_Combat_SPUp","AllHeros","BaseHpUp","2","1","0.1","20","Str_WSkillP_Combat_SPUp_Desc"
"WSkillP_Combat_SPUp_G3","WSkillP_Combat_SPUp","AllHeros","BaseHpUp","3","2","0.1","30","Str_WSkillP_Combat_SPUp_Desc"
"WSkillP_Combat_SPUp_G4","WSkillP_Combat_SPUp","AllHeros","BaseHpUp","4","3","0.1","40","Str_WSkillP_Combat_SPUp_Desc"
"WSkillP_Combat_SPUp_G5","WSkillP_Combat_SPUp","AllHeros","BaseHpUp","5","4","0.1","50","Str_WSkillP_Combat_SPUp_Desc"
"WSkillP_Combat_Heal_G1","WSkillP_Combat_Heal","AllHeros","BaseHpUp","1","0.1","0.1","10","Str_WSkillP_Combat_Heal_Desc"
"WSkillP_Combat_Heal_G2","WSkillP_Combat_Heal","AllHeros","BaseHpUp","2","1","0.1","20","Str_WSkillP_Combat_Heal_Desc"
"WSkillP_Combat_Heal_G3","WSkillP_Combat_Heal","AllHeros","BaseHpUp","3","2","0.1","30","Str_WSkillP_Combat_Heal_Desc"
"WSkillP_Combat_Heal_G4","WSkillP_Combat_Heal","AllHeros","BaseHpUp","4","3","0.1","40","Str_WSkillP_Combat_Heal_Desc"
"WSkillP_Combat_Heal_G5","WSkillP_Combat_Heal","AllHeros","BaseHpUp","5","4","0.1","50","Str_WSkillP_Combat_Heal_Desc"
"WSkillP_Combat_RedAtk_G1","WSkillP_Combat_RedAtk","Red","BaseAtkUp","1","0.1","0.1","10","Str_WSkillP_Combat_RedAtk_Desc"
"WSkillP_Combat_RedAtk_G2","WSkillP_Combat_RedAtk","Red","BaseAtkUp","2","1","0.1","20","Str_WSkillP_Combat_RedAtk_Desc"
"WSkillP_Combat_RedAtk_G3","WSkillP_Combat_RedAtk","Red","BaseAtkUp","3","2","0.1","30","Str_WSkillP_Combat_RedAtk_Desc"
"WSkillP_Combat_RedAtk_G4","WSkillP_Combat_RedAtk","Red","BaseAtkUp","4","3","0.1","40","Str_WSkillP_Combat_RedAtk_Desc"
"WSkillP_Combat_RedAtk_G5","WSkillP_Combat_RedAtk","Red","BaseAtkUp","5","4","0.1","50","Str_WSkillP_Combat_RedAtk_Desc"
"WSkillP_Combat_GreenAtk_G1","WSkillP_Combat_GreenAtk","Green","BaseAtkUp","1","0.1","0.1","10","Str_WSkillP_Combat_GreenAtk_Desc"
"WSkillP_Combat_GreenAtk_G2","WSkillP_Combat_GreenAtk","Green","BaseAtkUp","2","1","0.1","20","Str_WSkillP_Combat_GreenAtk_Desc"
"WSkillP_Combat_GreenAtk_G3","WSkillP_Combat_GreenAtk","Green","BaseAtkUp","3","2","0.1","30","Str_WSkillP_Combat_GreenAtk_Desc"
"WSkillP_Combat_GreenAtk_G4","WSkillP_Combat_GreenAtk","Green","BaseAtkUp","4","3","0.1","40","Str_WSkillP_Combat_GreenAtk_Desc"
"WSkillP_Combat_GreenAtk_G5","WSkillP_Combat_GreenAtk","Green","BaseAtkUp","5","4","0.1","50","Str_WSkillP_Combat_GreenAtk_Desc"
"WSkillP_Combat_BlueAtk_G1","WSkillP_Combat_BlueAtk","Blue","BaseAtkUp","1","0.1","0.1","10","Str_WSkillP_Combat_BlueAtk_Desc"
"WSkillP_Combat_BlueAtk_G2","WSkillP_Combat_BlueAtk","Blue","BaseAtkUp","2","1","0.1","20","Str_WSkillP_Combat_BlueAtk_Desc"
"WSkillP_Combat_BlueAtk_G3","WSkillP_Combat_BlueAtk","Blue","BaseAtkUp","3","2","0.1","30","Str_WSkillP_Combat_BlueAtk_Desc"
"WSkillP_Combat_BlueAtk_G4","WSkillP_Combat_BlueAtk","Blue","BaseAtkUp","4","3","0.1","40","Str_WSkillP_Combat_BlueAtk_Desc"
"WSkillP_Combat_BlueAtk_G5","WSkillP_Combat_BlueAtk","Blue","BaseAtkUp","5","4","0.1","50","Str_WSkillP_Combat_BlueAtk_Desc"
"WSkillP_Sub_GrassCut","WSkillP_Sub_GrassCut","Account","KingdomGoldUp","1","5","","","Str_WSkillP_Sub_GrassCut_Desc"
"WSkillP_Sub_HouseBuild","WSkillP_Sub_HouseBuild","Account","KingdomGoldUp","1","5","","","Str_WSkillP_Sub_HouseBuild_Desc"
