"WSkill_Combat_SPUp_G1","WSkill_Combat_SPUp","Combat","1","Skill_WPC_001","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_SPUp_GradeUp","20","20000","10","","","","Str_UI_WSkillP_Combat_SPUp_Desc","Str_UI_WSkill_Combat_SPUp_Flavor","",""
"WSkill_Combat_SPUp_G2","WSkill_Combat_SPUp","Combat","2","Skill_WPC_001","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_SPUp_GradeUp","50","80000","20","","","Str_UI_WSkill_SPUp_G2_Desc","Str_UI_WSkillP_Combat_SPUp_Desc","Str_UI_WSkill_Combat_SPUp_Flavor","",""
"WSkill_Combat_SPUp_G3","WSkill_Combat_SPUp","Combat","3","Skill_WPC_001","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_SPUp_GradeUp","100","300000","30","","","Str_UI_WSkill_SPUp_G3_Desc","Str_UI_WSkillP_Combat_SPUp_Desc","Str_UI_WSkill_Combat_SPUp_Flavor","",""
"WSkill_Combat_SPUp_G4","WSkill_Combat_SPUp","Combat","4","Skill_WPC_001","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_SPUp_GradeUp","150","800000","40","","","Str_UI_WSkill_SPUp_G4_Desc","Str_UI_WSkillP_Combat_SPUp_Desc","Str_UI_WSkill_Combat_SPUp_Flavor","",""
"WSkill_Combat_SPUp_G5","WSkill_Combat_SPUp","Combat","5","Skill_WPC_001","AllHeros","BaseHpUp","","0","100","10","","0","0","50","","","Str_UI_WSkill_SPUp_G5_Desc","Str_UI_WSkillP_Combat_SPUp_Desc","Str_UI_WSkill_Combat_SPUp_Flavor","",""
"WSkill_Combat_Heal_G1","WSkill_Combat_Heal","Combat","1","Skill_WPC_002","AllHeros","BaseHpUp","Item_WSkill_Heal_UnLock","1","100","10","Item_WSkill_Heal_GradeUp","20","20000","10","","","","Str_UI_WSkillP_Combat_Heal_Desc","Str_UI_WSkill_Combat_Heal_Flavor","",""
"WSkill_Combat_Heal_G2","WSkill_Combat_Heal","Combat","2","Skill_WPC_002","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_Heal_GradeUp","50","80000","20","","","Str_UI_WSkill_Heal_G2_Desc","Str_UI_WSkillP_Combat_Heal_Desc","Str_UI_WSkill_Combat_Heal_Flavor","",""
"WSkill_Combat_Heal_G3","WSkill_Combat_Heal","Combat","3","Skill_WPC_002","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_Heal_GradeUp","100","300000","30","","","Str_UI_WSkill_Heal_G3_Desc","Str_UI_WSkillP_Combat_Heal_Desc","Str_UI_WSkill_Combat_Heal_Flavor","",""
"WSkill_Combat_Heal_G4","WSkill_Combat_Heal","Combat","4","Skill_WPC_002","AllHeros","BaseHpUp","","0","100","10","Item_WSkill_Heal_GradeUp","150","800000","40","","","Str_UI_WSkill_Heal_G4_Desc","Str_UI_WSkillP_Combat_Heal_Desc","Str_UI_WSkill_Combat_Heal_Flavor","",""
"WSkill_Combat_Heal_G5","WSkill_Combat_Heal","Combat","5","Skill_WPC_002","AllHeros","BaseHpUp","","0","100","10","","0","0","50","","","Str_UI_WSkill_Heal_G5_Desc","Str_UI_WSkillP_Combat_Heal_Desc","Str_UI_WSkill_Combat_Heal_Flavor","",""
"WSkill_Combat_RedAtk_G1","WSkill_Combat_RedAtk","Combat","1","Skill_WPC_003","Red","BaseAtkUp","Item_WSkill_RedAtk_UnLock","1","100","10","Item_WSkill_RedAtk_GradeUp","20","20000","10","","","","Str_UI_WSkillP_Combat_RedAtk_Desc","Str_UI_WSkill_Combat_RedAtk_Flavor","",""
"WSkill_Combat_RedAtk_G2","WSkill_Combat_RedAtk","Combat","2","Skill_WPC_003","Red","BaseAtkUp","","0","100","10","Item_WSkill_RedAtk_GradeUp","50","80000","20","","","Str_UI_WSkill_RedAtk_G2_Desc","Str_UI_WSkillP_Combat_RedAtk_Desc","Str_UI_WSkill_Combat_RedAtk_Flavor","",""
"WSkill_Combat_RedAtk_G3","WSkill_Combat_RedAtk","Combat","3","Skill_WPC_003","Red","BaseAtkUp","","0","100","10","Item_WSkill_RedAtk_GradeUp","100","300000","30","","","Str_UI_WSkill_RedAtk_G3_Desc","Str_UI_WSkillP_Combat_RedAtk_Desc","Str_UI_WSkill_Combat_RedAtk_Flavor","",""
"WSkill_Combat_RedAtk_G4","WSkill_Combat_RedAtk","Combat","4","Skill_WPC_003","Red","BaseAtkUp","","0","100","10","Item_WSkill_RedAtk_GradeUp","150","800000","40","","","Str_UI_WSkill_RedAtk_G4_Desc","Str_UI_WSkillP_Combat_RedAtk_Desc","Str_UI_WSkill_Combat_RedAtk_Flavor","",""
"WSkill_Combat_RedAtk_G5","WSkill_Combat_RedAtk","Combat","5","Skill_WPC_003","Red","BaseAtkUp","","0","100","10","","0","0","50","","","Str_UI_WSkill_RedAtk_G5_Desc","Str_UI_WSkillP_Combat_RedAtk_Desc","Str_UI_WSkill_Combat_RedAtk_Flavor","",""
"WSkill_Combat_GreenAtk_G1","WSkill_Combat_GreenAtk","Combat","1","Skill_WPC_005","Green","BaseAtkUp","Item_WSkill_GreenAtk_UnLock","1","100","10","Item_WSkill_GreenAtk_GradeUp","20","20000","10","","","","Str_UI_WSkillP_Combat_GreenAtk_Desc","Str_UI_WSkill_Combat_GreenAtk_Flavor","",""
"WSkill_Combat_GreenAtk_G2","WSkill_Combat_GreenAtk","Combat","2","Skill_WPC_005","Green","BaseAtkUp","","0","100","10","Item_WSkill_GreenAtk_GradeUp","50","80000","20","","","Str_UI_WSkill_GreenAtk_G2_Desc","Str_UI_WSkillP_Combat_GreenAtk_Desc","Str_UI_WSkill_Combat_GreenAtk_Flavor","",""
"WSkill_Combat_GreenAtk_G3","WSkill_Combat_GreenAtk","Combat","3","Skill_WPC_005","Green","BaseAtkUp","","0","100","10","Item_WSkill_GreenAtk_GradeUp","100","300000","30","","","Str_UI_WSkill_GreenAtk_G3_Desc","Str_UI_WSkillP_Combat_GreenAtk_Desc","Str_UI_WSkill_Combat_GreenAtk_Flavor","",""
"WSkill_Combat_GreenAtk_G4","WSkill_Combat_GreenAtk","Combat","4","Skill_WPC_005","Green","BaseAtkUp","","0","100","10","Item_WSkill_GreenAtk_GradeUp","150","800000","40","","","Str_UI_WSkill_GreenAtk_G4_Desc","Str_UI_WSkillP_Combat_GreenAtk_Desc","Str_UI_WSkill_Combat_GreenAtk_Flavor","",""
"WSkill_Combat_GreenAtk_G5","WSkill_Combat_GreenAtk","Combat","5","Skill_WPC_005","Green","BaseAtkUp","","0","100","10","","0","0","50","","","Str_UI_WSkill_GreenAtk_G5_Desc","Str_UI_WSkillP_Combat_GreenAtk_Desc","Str_UI_WSkill_Combat_GreenAtk_Flavor","",""
"WSkill_Combat_BlueAtk_G1","WSkill_Combat_BlueAtk","Combat","1","Skill_WPC_004","Blue","BaseAtkUp","Item_WSkill_BlueAtk_UnLock","1","100","10","Item_WSkill_BlueAtk_GradeUp","20","20000","10","","","","Str_UI_WSkillP_Combat_BlueAtk_Desc","Str_UI_WSkill_Combat_BlueAtk_Flavor","",""
"WSkill_Combat_BlueAtk_G2","WSkill_Combat_BlueAtk","Combat","2","Skill_WPC_004","Blue","BaseAtkUp","","0","100","10","Item_WSkill_BlueAtk_GradeUp","50","80000","20","","","Str_UI_WSkill_BlueAtk_G2_Desc","Str_UI_WSkillP_Combat_BlueAtk_Desc","Str_UI_WSkill_Combat_BlueAtk_Flavor","",""
"WSkill_Combat_BlueAtk_G3","WSkill_Combat_BlueAtk","Combat","3","Skill_WPC_004","Blue","BaseAtkUp","","0","100","10","Item_WSkill_BlueAtk_GradeUp","100","300000","30","","","Str_UI_WSkill_BlueAtk_G3_Desc","Str_UI_WSkillP_Combat_BlueAtk_Desc","Str_UI_WSkill_Combat_BlueAtk_Flavor","",""
"WSkill_Combat_BlueAtk_G4","WSkill_Combat_BlueAtk","Combat","4","Skill_WPC_004","Blue","BaseAtkUp","","0","100","10","Item_WSkill_BlueAtk_GradeUp","150","800000","40","","","Str_UI_WSkill_BlueAtk_G4_Desc","Str_UI_WSkillP_Combat_BlueAtk_Desc","Str_UI_WSkill_Combat_BlueAtk_Flavor","",""
"WSkill_Combat_BlueAtk_G5","WSkill_Combat_BlueAtk","Combat","5","Skill_WPC_004","Blue","BaseAtkUp","","0","100","10","","0","0","50","","","Str_UI_WSkill_BlueAtk_G5_Desc","Str_UI_WSkillP_Combat_BlueAtk_Desc","Str_UI_WSkill_Combat_BlueAtk_Flavor","",""
"WSkill_Sub_GrassCut","WSkill_Sub_GrassCut","Sub","1","","Account","KingdomGoldUp","","0","500","","","0","0","0","EpisodeClear","Episode_M_002_03","","Str_UI_WSkillP_Sub_GrassCut_Desc","Str_UI_WSkill_Sub_GrassCut_Flavor","ICON_SKILL_WPS001_WRITER","Str_UI_WSkill_Sub_GrassCut_Name"
"WSkill_Sub_HouseBuild","WSkill_Sub_HouseBuild","Sub","1","","Account","KingdomGoldUp","","0","500","","","0","0","0","EpisodeClear","Episode_M_002_08","","Str_UI_WSkillP_Sub_HouseBuild_Desc","Str_UI_WSkill_Sub_HouseBuild_Flavor","ICON_SKILL_WPS002_WRITER","Str_UI_WSkill_Sub_HouseBuild_Name"
