"Skip_Tutorial_Prologue1","Tutorial_Prologue1"
"Skip_Tutorial_PrologueBatttle1","Tutorial_PrologueBatttle1"
"Skip_Tutorial_BattleSkill1","Tutorial_BattleSkill1"
"Skip_Tutorial_BattleSkill2","Tutorial_BattleSkill2"
"Skip_Tutorial_DorothyActiveEffect1","Tutorial_DorothyActiveEffect1"
"Skip_Tutorial_Summon1","Tutorial_Summon1"
"Skip_Tutorial_Summon2","Tutorial_Summon2"
"Skip_Tutorial_Summon3","Tutorial_Summon3"
"Skip_Tutorial_Summon_Reconnection1","Tutorial_Summon_Reconnection1"
"Skip_Tutorial_Adventure1","Tutorial_Adventure1"
"Skip_Tutorial_Adventure2","Tutorial_Adventure2"
"Skip_Tutorial_Adventure3","Tutorial_Adventure3"
"Skip_Tutorial_Adventure_Reconnection1","Tutorial_Adventure_Reconnection1"
"Skip_Tutorial_Adventure_Reconnection2","Tutorial_Adventure_Reconnection2"
"Skip_Tutorial_Adventure_Reconnection3","Tutorial_Adventure_Reconnection3"
"Skip_Tutorial_Mirrorgram1","Tutorial_Mirrorgram1"
"Skip_Tutorial_Mirrorgram2","Tutorial_Mirrorgram2"
"Skip_Tutorial_Mirrorgram3","Tutorial_Mirrorgram3"
"Skip_Tutorial_Mirrorgram_Reconnection2","Tutorial_Mirrorgram_Reconnection2"
"Skip_Tutorial_Memorial1","Tutorial_Memorial1"
"Skip_Tutorial_GuideMission1","Tutorial_GuideMission1"
