id	activetyId	needNum	reward	rewardNum	status
int	int	int	int	int	int
1	1	90	9000046	900	1
2	1	180	9000046	910	1
3	1	280	9000046	920	1
4	1	380	9000046	930	1
5	1	490	9000046	940	1
6	1	600	9000046	950	1
7	1	710	9000046	960	1
8	1	830	9000046	970	1
9	1	950	9000046	980	1
10	1	1080	9000046	990	1
11	1	1210	9000046	1000	1
12	1	1340	9000046	1010	1
13	1	1480	9000046	1020	1
14	1	1620	9000046	1030	1
15	1	1770	9000046	1040	1
16	1	1920	9000046	1050	1
17	1	2070	9000046	1060	1
18	1	2230	9000046	1070	1
19	1	2390	9000046	1080	1
20	1	2560	9000046	1090	1
21	1	2730	9000046	1100	1
22	1	2900	9000046	1110	1
23	1	3080	9000046	1120	1
24	1	3260	9000046	1130	1
25	1	3450	9000046	1140	1
26	1	3640	9000046	1150	1
27	1	3830	9000046	1160	1
28	1	4030	9000046	1170	1
29	1	4230	9000046	1180	1
30	1	4440	9000046	1190	1
31	1	4650	9000046	1200	1
32	1	4860	9000046	1210	1
33	1	5080	9000046	1220	1
34	1	5300	9000046	1230	1
35	1	5530	9000046	1240	1
36	1	5760	9000046	1250	1
37	1	5990	9000046	1260	1
38	1	6230	9000046	1270	1
39	1	6470	9000046	1280	1
40	1	6720	9000046	1290	1
41	1	6970	9000046	1300	1
42	1	7220	9000046	1310	1
43	1	7480	9000046	1320	1
44	1	7740	9000046	1330	1
45	1	8010	9000046	1340	1
46	1	8280	9000046	1350	1
47	1	8550	9000046	1360	1
48	1	8830	9000046	1370	1
49	1	9110	9000046	1380	1
50	1	9400	9000046	1390	1
51	1	9690	9000046	1400	1
52	1	9980	9000046	1410	1
53	1	10280	9000046	1420	1
54	1	10580	9000046	1430	1
55	1	10890	9000046	1440	1
56	1	11200	9000046	1450	1
57	1	11510	9000046	1460	1
58	1	11830	9000046	1470	1
59	1	12150	9000046	1480	1
60	1	12480	9000046	1490	1
61	1	12810	9000046	1500	1
62	1	13140	9000046	1510	1
63	1	13480	9000046	1520	1
64	1	13820	9000046	1530	1
65	1	14170	9000046	1540	1
66	1	14520	9000046	1550	1
67	1	14870	9000046	1560	1
68	1	15230	9000046	1570	1
69	1	15590	9000046	1580	1
70	1	15960	9000046	1590	1
71	1	16330	9000046	1600	1
72	1	16700	9000046	1610	1
73	1	17080	9000046	1620	1
74	1	17460	9000046	1630	1
75	1	17850	9000046	1640	1
76	1	18240	9000046	1650	1
77	1	18630	9000046	1660	1
78	1	19030	9000046	1670	1
79	1	19430	9000046	1680	1
80	1	19840	9000046	1690	1
81	1	20250	9000046	1700	1
82	1	20660	9000046	1710	1
83	1	21080	9000046	1720	1
84	1	21500	9000046	1730	1
85	1	21930	9000046	1740	1
86	1	22360	9000046	1750	1
87	1	22790	9000046	1760	1
88	1	23230	9000046	1770	1
89	1	23670	9000046	1780	1
90	1	24120	9000046	1790	1
91	1	24570	9000046	1800	1
92	1	25020	9000046	1810	1
93	1	25480	9000046	1820	1
94	1	25940	9000046	1830	1
95	1	26410	9000046	1840	1
96	1	26880	9000046	1850	1
97	1	27350	9000046	1860	1
98	1	27830	9000046	1870	1
99	1	28310	9000046	1880	1
100	1	28800	9000046	1890	1
