type	id	status
string	string	int
1_3	2001	1
1_6	2002	1
1_9	2003	1
1_12	2004	1
1_15	2005	1
1_18	2006	1
1_21	2007	1
1_24	2008	1
1_27	2009	1
1_30	2010	1
2_3	2101	1
2_6	2102	1
2_9	2103	1
2_12	2104	1
2_15	2105	1
2_18	2106	1
2_21	2107	1
2_24	2108	1
2_27	2109	1
2_30	2110	1
3_3	2201	1
3_6	2202	1
3_9	2203	1
3_12	2204	1
3_15	2205	1
3_18	2206	1
3_21	2207	1
3_24	2208	1
3_27	2209	1
3_30	2210	1
4_3	2301	1
4_6	2302	1
4_9	2303	1
4_12	2304	1
4_15	2305	1
4_18	2306	1
4_21	2307	1
4_24	2308	1
4_27	2309	1
4_30	2310	1
5_3	2401	1
5_6	2402	1
5_9	2403	1
5_12	2404	1
5_15	2405	1
5_18	2406	1
5_21	2407	1
5_24	2408	1
5_27	2409	1
5_30	2410	1
6_1	2501	1
6_2	2502	1
6_3	2503	1
6_4	2504	1
6_5	2505	1
6_6	2506	1
6_7	2507	1
6_9	2508	1
6_12	2509	1
6_15	2510	1
7_1	2601	1
7_2	2602	1
7_3	2603	1
7_5	2604	1
7_7	2605	1
7_10	2606	1
7_13	2607	1
7_17	2608	1
7_21	2609	1
7_25	2610	1
7_30	2611	1
8_3	2701	1
8_6	2702	1
8_9	2703	1
8_12	2704	1
8_15	2705	1
8_18	2706	1
8_21	2707	1
8_24	2708	1
8_27	2709	1
8_30	2710	1
9_3	2801	1
9_6	2802	1
9_9	2803	1
9_12	2804	1
9_15	2805	1
9_18	2806	1
9_21	2807	1
9_24	2808	1
9_27	2809	1
9_30	2810	1
10_3	2901	1
10_6	2902	1
10_9	2903	1
10_12	2904	1
10_15	2905	1
10_18	2906	1
10_21	2907	1
10_24	2908	1
10_27	2909	1
10_30	2910	1
11_3	3001	1
11_6	3002	1
11_9	3003	1
11_12	3004	1
11_15	3005	1
11_18	3006	1
11_21	3007	1
11_24	3008	1
11_27	3009	1
11_30	3010	1
12_1	3101	1
12_2	3102	1
12_3	3103	1
12_5	3104	1
12_7	3105	1
12_10	3106	1
12_13	3107	1
12_17	3108	1
12_21	3109	1
12_24	3110	1
12_28	3111	1
