type	id	status
string	string	int
1	901001,901002,901003,901004,901005,901006,901007,901008,901009,901010,901011,901012,901013,901014,901015,901016,901017,901018,901019,901020,901021,901022,901023,901024,901025,901026,901027,901028,901029,901030,901031,901032,901033,901034,901035,901036,901037,901038,901039,901040,901041,901042,901043,901044,901045,901046,901047,901048,901049,901050	1
2	902001,902002,902003,902004,902005,902006,902007,902008,902009,902010,902011,902012,902013,902014,902015,902016,902017,902018,902019,902020,902021,902022,902023,902024,902025,902026,902027,902028,902029,902030,902031,902032,902033,902034,902035,902036,902037,902038,902039,902040,902041,902042,902043,902044,902045,902046,902047,902048,902049,902050	1
3	902051,902052,902053,902054,902055,902056,902057,902058,902059,902060,902061,902062,902063,902064,902065,902066,902067,902068,902069,902070,902071,902072,902073,902074,902075,902076,902077,902078,902079,902080,902081,902082,902083,902084,902085,902086,902087,902088,902089,902090,902091,902092,902093,902094,902095,902096,902097,902098,902099,902100	1
4	902101,902102,902103,902104,902105,902106,902107,902108,902109,902110,902111,902112,902113,902114,902115,902116,902117,902118,902119,902120,902121,902122,902123,902124,902125,902126,902127,902128,902129,902130,902131,902132,902133,902134,902135,902136,902137,902138,902139,902140,902141,902142,902143,902144,902145,902146,902147,902148,902149,902150	1
5	902151,902152,902153,902154,902155,902156,902157,902158,902159,902160,902161,902162,902163,902164,902165,902166,902167,902168,902169,902170,902171,902172,902173,902174,902175,902176,902177,902178,902179,902180,902181,902182,902183,902184,902185,902186,902187,902188,902189,902190,902191,902192,902193,902194,902195,902196,902197,902198,902199,902200	1
6	902201,902202,902203,902204,902205,902206,902207,902208,902209,902210,902211,902212,902213,902214,902215,902216,902217,902218,902219,902220,902221,902222,902223,902224,902225,902226,902227,902228,902229,902230,902231,902232,902233,902234,902235,902236,902237,902238,902239,902240,902241,902242,902243,902244,902245,902246,902247,902248,902249,902250	1
7	905101,905102,905103,905104,905105,905106,905107,905108,905109,905110,905111,905112,905113,905114,905115,905116,905117,905118,905119,905120,905121,905122,905123,905124,905125,905126,905127,905128,905129,905130,905131,905132,905133,905134,905135,905136,905137,905138,905139,905140,905141,905142,905143,905144,905145,905146,905147,905148,905149,905150	1
8	905151,905152,905153,905154,905155,905156,905157,905158,905159,905160,905161,905162,905163,905164,905165,905166,905167,905168,905169,905170,905171,905172,905173,905174,905175,905176,905177,905178,905179,905180,905181,905182,905183,905184,905185,905186,905187,905188,905189,905190,905191,905192,905193,905194,905195,905196,905197,905198,905199,905200	1
9	905201,905202,905203,905204,905205,905206,905207,905208,905209,905210,905211,905212,905213,905214,905215,905216,905217,905218,905219,905220,905221,905222,905223,905224,905225,905226,905227,905228,905229,905230,905231,905232,905233,905234,905235,905236,905237,905238,905239,905240,905241,905242,905243,905244,905245,905246,905247,905248,905249,905250	1
18	9021301,9021302,9021303,9021304,9021305,9021306,9021307,9021308,9021309,9021310,9021311,9021312,9021313,9021314,9021315,9021316,9021317,9021318,9021319,9021320,9021321,9021322,9021323,9021324,9021325,9021326,9021327,9021328,9021329,9021330,9021331,9021332,9021333,9021334,9021335,9021336,9021337,9021338,9021339,9021340,9021341,9021342,9021343,9021344,9021345,9021346,9021347,9021348,9021349,9021350	1
19	9021351,9021352,9021353,9021354,9021355,9021356,9021357,9021358,9021359,9021360,9021361,9021362,9021363,9021364,9021365,9021366,9021367,9021368,9021369,9021370,9021371,9021372,9021373,9021374,9021375,9021376,9021377,9021378,9021379,9021380,9021381,9021382,9021383,9021384,9021385,9021386,9021387,9021388,9021389,9021390,9021391,9021392,9021393,9021394,9021395,9021396,9021397,9021398,9021399,9021400	1
20	9021401,9021402,9021403,9021404,9021405,9021406,9021407,9021408,9021409,9021410,9021411,9021412,9021413,9021414,9021415,9021416,9021417,9021418,9021419,9021420,9021421,9021422,9021423,9021424,9021425,9021426,9021427,9021428,9021429,9021430,9021431,9021432,9021433,9021434,9021435,9021436,9021437,9021438,9021439,9021440,9021441,9021442,9021443,9021444,9021445,9021446,9021447,9021448,9021449,9021450	1
21	901202,901203,901204,901205,901206,901207,901208,901209,901210,901211,901212,901213,901214,901215,901216,901217,901218,901219,901220,901221,901222,901223,901224,901225,901226,901227,901228,901229,901230,901231,901232,901233,901234,901235,901236,901237,901238,901239,901240,901241,901242,901243,901244,901245,901246,901247,901248,901249,901250,901251	1
22	901252,901253,901254,901255,901256,901257,901258,901259,901260,901261,901262,901263,901264,901265,901266,901267,901268,901269,901270,901271,901272,901273,901274,901275,901276,901277,901278,901279,901280,901281,901282,901283,901284,901285,901286,901287,901288,901289,901290,901291,901292,901293,901294,901295,901296,901297,901298,901299,901300,901301	1
23	901302,901303,901304,901305,901306,901307,901308,901309,901310,901311,901312,901313,901314,901315,901316,901317,901318,901319,901320,901321,901322,901323,901324,901325,901326,901327,901328,901329,901330,901331,901332,901333,901334,901335,901336,901337,901338,901339,901340,901341,901342,901343,901344,901345,901346,901347,901348,901349,901350,901351	1
24	901352,901353,901354,901355,901356,901357,901358,901359,901360,901361,901362,901363,901364,901365,901366,901367,901368,901369,901370,901371,901372,901373,901374,901375,901376,901377,901378,901379,901380,901381,901382,901383,901384,901385,901386,901387,901388,901389,901390,901391,901392,901393,901394,901395,901396,901397,901398,901399,901400,901401	1
25	901402,901403,901404,901405,901406,901407,901408,901409,901410,901411,901412,901413,901414,901415,901416,901417,901418,901419,901420,901421,901422,901423,901424,901425,901426,901427,901428,901429,901430,901431,901432,901433,901434,901435,901436,901437,901438,901439,901440,901441,901442,901443,901444,901445,901446,901447,901448,901449,901450,901451	1
26	901452,901453,901454,901455,901456,901457,901458,901459,901460,901461,901462,901463,901464,901465,901466,901467,901468,901469,901470,901471,901472,901473,901474,901475,901476,901477,901478,901479,901480,901481,901482,901483,901484,901485,901486,901487,901488,901489,901490,901491,901492,901493,901494,901495,901496,901497,901498,901499,901500,901501	1
27	901502,901503,901504,901505,901506,901507,901508,901509,901510,901511,901512,901513,901514,901515,901516,901517,901518,901519,901520,901521,901522,901523,901524,901525,901526,901527,901528,901529,901530,901531,901532,901533,901534,901535,901536,901537,901538,901539,901540,901541,901542,901543,901544,901545,901546,901547,901548,901549,901550,901551	1
28	901552,901553,901554,901555,901556,901557,901558,901559,901560,901561,901562,901563,901564,901565,901566,901567,901568,901569,901570,901571,901572,901573,901574,901575,901576,901577,901578,901579,901580,901581,901582,901583,901584,901585,901586,901587,901588,901589,901590,901591,901592,901593,901594,901595,901596,901597,901598,901599,901600,901601	1
29	901602,901603,901604,901605,901606,901607,901608,901609,901610,901611,901612,901613,901614,901615,901616,901617,901618,901619,901620,901621,901622,901623,901624,901625,901626,901627,901628,901629,901630,901631,901632,901633,901634,901635,901636,901637,901638,901639,901640,901641,901642,901643,901644,901645,901646,901647,901648,901649,901650,901651	1
30	901652,901653,901654,901655,901656,901657,901658,901659,901660,901661,901662,901663,901664,901665,901666,901667,901668,901669,901670,901671,901672,901673,901674,901675,901676,901677,901678,901679,901680,901681,901682,901683,901684,901685,901686,901687,901688,901689,901690,901691,901692,901693,901694,901695,901696,901697,901698,901699,901700,901701	1
31	901702,901703,901704,901705,901706,901707,901708,901709,901710,901711,901712,901713,901714,901715,901716,901717,901718,901719,901720,901721,901722,901723,901724,901725,901726,901727,901728,901729,901730,901731,901732,901733,901734,901735,901736,901737,901738,901739,901740,901741,901742,901743,901744,901745,901746,901747,901748,901749,901750,901751	1
32	901752,901753,901754,901755,901756,901757,901758,901759,901760,901761,901762,901763,901764,901765,901766,901767,901768,901769,901770,901771,901772,901773,901774,901775,901776,901777,901778,901779,901780,901781,901782,901783,901784,901785,901786,901787,901788,901789,901790,901791,901792,901793,901794,901795,901796,901797,901798,901799,901800,901801	1
33	901802,901803,901804,901805,901806,901807,901808,901809,901810,901811,901812,901813,901814,901815,901816,901817,901818,901819,901820,901821,901822,901823,901824,901825,901826,901827,901828,901829,901830,901831,901832,901833,901834,901835,901836,901837,901838,901839,901840,901841,901842,901843,901844,901845,901846,901847,901848,901849,901850,901851	1
