id	activityId	startDay	endDay	modelId	NextID	range	sceneId	animation	status
int	int	int	int	int	int	int	int	int	int
1	1	2024/7/25 5:00	2024/7/26 23:59	186:activity_micro_challengeboss_bg.png	2	120018198	58		1
2	1	2024/7/26 5:00	2024/7/27 23:59	186:activity_micro_challengeboss_bg.png	3	120018198	58		1
3	1	2024/7/27 5:00	2024/7/28 23:59	186:activity_micro_challengeboss_bg.png	4	120018198	58		1
4	1	2024/7/28 5:00	2024/7/29 23:59	186:activity_micro_challengeboss_bg.png	5	120018198	58		1
5	1	2024/7/29 5:00	2024/7/30 23:59	186:activity_micro_challengeboss_bg.png	6	120018198	58		1
6	1	2024/7/30 5:00	2024/7/31 23:59	186:activity_micro_challengeboss_bg.png	7	120018198	58		1
7	1	2024/7/31 5:00	2024/8/1 23:59	186:activity_micro_challengeboss_bg.png	8	120018198	58		1
8	1	2024/8/1 5:00	2024/8/2 23:59	186:activity_micro_challengeboss_bg.png	9	120018198	58		1
9	1	2024/8/2 5:00	2024/8/3 23:59	186:activity_micro_challengeboss_bg.png	10	120018198	58		1
10	1	2024/8/3 5:00	2024/8/4 23:59	186:activity_micro_challengeboss_bg.png	11	120018198	58		1
11	1	2024/8/4 5:00	2024/8/5 23:59	186:activity_micro_challengeboss_bg.png	12	120018198	58		1
12	1	2024/8/5 5:00	2024/8/6 23:59	186:activity_micro_challengeboss_bg.png	13	120018198	58		1
13	1	2024/8/6 5:00	2024/8/7 23:59	186:activity_micro_challengeboss_bg.png	14	120018198	58		1
14	1	2024/8/7 5:00	2024/8/8 23:59	186:activity_micro_challengeboss_bg.png	15	120018198	58		1
15	1	2024/8/8 5:00	2024/8/9 23:59	186:activity_micro_challengeboss_bg.png	16	120018198	58		1
16	1	2024/8/9 5:00	2024/8/10 23:59	186:activity_micro_challengeboss_bg.png	17	120018198	58		1
17	1	2024/8/10 5:00	2024/8/11 23:59	186:activity_micro_challengeboss_bg.png	18	120018198	58		1
18	1	2024/8/11 5:00	2024/8/12 23:59	186:activity_micro_challengeboss_bg.png	19	120018198	58		1
19	1	2024/8/12 5:00	2024/8/13 23:59	186:activity_micro_challengeboss_bg.png	20	120018198	58		1
20	1	2024/8/13 5:00	2024/8/14 23:59	186:activity_micro_challengeboss_bg.png	21	120018198	58		1
21	1	2024/8/14 5:00	2024/8/15 23:59	186:activity_micro_challengeboss_bg.png	22	120018198	58		1
22	1	2024/8/15 5:00	2024/8/16 23:59	186:activity_micro_challengeboss_bg.png	23	120018198	58		1
23	1	2024/8/16 5:00	2024/8/17 23:59	186:activity_micro_challengeboss_bg.png	24	120018198	58		1
24	1	2024/8/17 5:00	2024/8/18 23:59	186:activity_micro_challengeboss_bg.png	25	120018198	58		1
25	1	2024/8/18 5:00	2024/8/19 23:59	186:activity_micro_challengeboss_bg.png	26	120018198	58		1
26	1	2024/8/19 5:00	2024/8/20 23:59	186:activity_micro_challengeboss_bg.png	27	120018198	58		1
27	1	2024/8/20 5:00	2024/8/21 23:59	186:activity_micro_challengeboss_bg.png	28	120018198	58		1
28	1	2024/8/21 5:00	2024/8/22 23:59	186:activity_micro_challengeboss_bg.png	29	120018198	58		1
29	1	2024/8/22 5:00	2024/8/23 23:59	186:activity_micro_challengeboss_bg.png	30	120018198	58		1
30	1	2024/8/23 5:00	2024/8/24 23:59	186:activity_micro_challengeboss_bg.png	31	120018198	58		1
31	1	2024/8/24 5:00	2024/8/25 23:59	186:activity_micro_challengeboss_bg.png	32	120018198	58		1
32	1	2024/8/25 5:00	2024/8/26 23:59	186:activity_micro_challengeboss_bg.png	33	120018198	58		1
33	1	2024/8/26 5:00	2024/8/27 23:59	186:activity_micro_challengeboss_bg.png	34	120018198	58		1
34	1	2024/8/27 5:00	2024/8/28 23:59	186:activity_micro_challengeboss_bg.png	35	120018198	58		1
35	1	2024/8/28 5:00	2024/8/29 23:59	186:activity_micro_challengeboss_bg.png	36	120018198	58		1
36	1	2024/8/29 5:00	2024/8/30 23:59	186:activity_micro_challengeboss_bg.png	37	120018198	58		1
37	1	2024/8/30 5:00	2024/8/31 23:59	186:activity_micro_challengeboss_bg.png	38	120018198	58		1
38	1	2024/8/31 5:00	2024/9/1 23:59	186:activity_micro_challengeboss_bg.png	39	120018198	58		1
39	1	2024/9/1 5:00	2024/9/2 23:59	186:activity_micro_challengeboss_bg.png	40	120018198	58		1
40	1	2024/9/2 5:00	2024/9/3 23:59	186:activity_micro_challengeboss_bg.png	41	120018198	58		1
41	1	2024/9/3 5:00	2024/9/4 23:59	186:activity_micro_challengeboss_bg.png	42	120018198	58		1
42	1	2024/9/4 5:00	2024/9/5 23:59	186:activity_micro_challengeboss_bg.png	43	120018198	58		1
43	1	2024/9/5 5:00	2024/9/6 23:59	186:activity_micro_challengeboss_bg.png	44	120018198	58		1
44	1	2024/9/6 5:00	2024/9/7 23:59	186:activity_micro_challengeboss_bg.png	45	120018198	58		1
45	1	2024/9/7 5:00	2024/9/8 23:59	186:activity_micro_challengeboss_bg.png	46	120018198	58		1
46	1	2024/9/8 5:00	2024/9/9 23:59	186:activity_micro_challengeboss_bg.png	47	120018198	58		1
47	1	2024/9/9 5:00	2024/9/10 23:59	186:activity_micro_challengeboss_bg.png	48	120018198	58		1
48	1	2024/9/10 5:00	2024/9/11 23:59	186:activity_micro_challengeboss_bg.png	49	120018198	58		1
49	1	2024/9/11 5:00	2024/9/12 23:59	186:activity_micro_challengeboss_bg.png	50	120018198	58		1
50	1	2024/9/12 5:00	2024/9/13 23:59	186:activity_micro_challengeboss_bg.png	51	120018198	58		1
51	1	2024/9/13 5:00	2024/9/14 23:59	186:activity_micro_challengeboss_bg.png	52	120018198	58		1
52	1	2024/9/14 5:00	2024/9/15 23:59	186:activity_micro_challengeboss_bg.png	53	120018198	58		1
53	1	2024/9/15 5:00	2024/9/16 23:59	186:activity_micro_challengeboss_bg.png	54	120018198	58		1
54	1	2024/9/16 5:00	2024/9/17 23:59	186:activity_micro_challengeboss_bg.png	55	120018198	58		1
55	1	2024/9/17 5:00	2024/9/18 23:59	186:activity_micro_challengeboss_bg.png	56	120018198	58		1
56	1	2024/9/18 5:00	2024/9/19 23:59	186:activity_micro_challengeboss_bg.png	57	120018198	58		1
57	1	2024/9/19 5:00	2024/9/20 23:59	186:activity_micro_challengeboss_bg.png	58	120018198	58		1
58	1	2024/9/20 5:00	2024/9/21 23:59	186:activity_micro_challengeboss_bg.png	59	120018198	58		1
59	1	2024/9/21 5:00	2024/9/22 23:59	186:activity_micro_challengeboss_bg.png	60	120018198	58		1
60	1	2024/9/22 5:00	2024/9/23 23:59	186:activity_micro_challengeboss_bg.png	61	120018198	58		1
61	1	2024/9/23 5:00	2024/9/24 23:59	186:activity_micro_challengeboss_bg.png	62	120018198	58		1
62	1	2024/9/24 5:00	2024/9/25 23:59	186:activity_micro_challengeboss_bg.png	63	120018198	58		1
63	1	2024/9/25 5:00	2024/9/26 23:59	186:activity_micro_challengeboss_bg.png	64	120018198	58		1
64	1	2024/9/26 5:00	2024/9/27 23:59	186:activity_micro_challengeboss_bg.png	65	120018198	58		1
65	1	2024/9/27 5:00	2024/9/28 23:59	186:activity_micro_challengeboss_bg.png	66	120018198	58		1
66	1	2024/9/28 5:00	2024/9/29 23:59	186:activity_micro_challengeboss_bg.png	67	120018198	58		1
67	1	2024/9/29 5:00	2024/9/30 23:59	186:activity_micro_challengeboss_bg.png	68	120018198	58		1
68	1	2024/9/30 5:00	2024/10/1 23:59	186:activity_micro_challengeboss_bg.png	69	120018198	58		1
69	1	2024/10/1 5:00	2024/10/2 23:59	186:activity_micro_challengeboss_bg.png	70	120018198	58		1
70	1	2024/10/2 5:00	2024/10/3 23:59	186:activity_micro_challengeboss_bg.png	71	120018198	58		1
71	1	2024/10/3 5:00	2024/10/4 23:59	186:activity_micro_challengeboss_bg.png	72	120018198	58		1
72	1	2024/10/4 5:00	2024/10/5 23:59	186:activity_micro_challengeboss_bg.png	73	120018198	58		1
73	1	2024/10/5 5:00	2024/10/6 23:59	186:activity_micro_challengeboss_bg.png	74	120018198	58		1
74	1	2024/10/6 5:00	2024/10/7 23:59	186:activity_micro_challengeboss_bg.png	75	120018198	58		1
75	1	2024/10/7 5:00	2024/10/8 23:59	186:activity_micro_challengeboss_bg.png	76	120018198	58		1
76	1	2024/10/8 5:00	2024/10/9 23:59	186:activity_micro_challengeboss_bg.png	77	120018198	58		1
77	1	2024/10/9 5:00	2024/10/10 23:59	186:activity_micro_challengeboss_bg.png	78	120018198	58		1
78	1	2024/10/10 5:00	2024/10/11 23:59	186:activity_micro_challengeboss_bg.png	79	120018198	58		1
79	1	2024/10/11 5:00	2024/10/12 23:59	186:activity_micro_challengeboss_bg.png	80	120018198	58		1
80	1	2024/10/12 5:00	2024/10/13 23:59	186:activity_micro_challengeboss_bg.png	81	120018198	58		1
81	1	2024/10/13 5:00	2024/10/14 23:59	186:activity_micro_challengeboss_bg.png	82	120018198	58		1
82	1	2024/10/14 5:00	2024/10/15 23:59	186:activity_micro_challengeboss_bg.png	83	120018198	58		1
83	1	2024/10/15 5:00	2024/10/16 23:59	186:activity_micro_challengeboss_bg.png	84	120018198	58		1
84	1	2024/10/16 5:00	2024/10/17 23:59	186:activity_micro_challengeboss_bg.png	85	120018198	58		1
