id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
5600001	56	561	2	999	3000003	20	248;241	2030501	6:goods_icon_5600001				1	悠然绿茶叶	悠然綠茶葉	Carefree Green Tea	ゆるゆる茶葉	여유의 녹차 찻잎	ใบชาเขียวผ่อนคลาย	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	多产于闻心茶社，其他地方也偶有出现，予人舒缓与静心安宁。	多產于聞心茶社，其他地方也偶有出現，予人舒緩與靜心安寧。	Mostly from the Whispering Teahouse, sometimes found elsewhere, offering calm and tranquility.	人々に癒しと安らぎを与えている聞心茶社の名産品。	문심찻집에서 많이 생산되며 다른 곳에서도 간혹 발견된다. 마음의 안정과 평화를 가져다 준다.	พบ​ได้​มาก​ที่​โรงน้ำชา​เห​วิน​ซิ​น​ และ​บางครั้ง​พบ​ใน​ที่​อื่นๆ​ มอบ​ความ​ผ่อนคลาย​และ​ความ​สงบใจ​ให้​กับ​ผู้คน​
5600002	56	561	2	999	3000003	20	234;231	2020101	6:goods_icon_5600002				1	苦涩咖啡豆	苦澀咖啡豆	Bitter Coffee Beans	にがにがコーヒー豆	쓰디쓴 커피원두	เมล็ดกาแฟที่แสนขม	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	将苦涩的情绪藏在它的背后，使人在振奋中也能细品孤独。	將苦澀的情緒藏在它的背後，使人在振奮中也能細品孤獨。	Hiding bitter emotions behind its flavor, it allows one to savor solitude amidst the buzz.	苦しさを隠すことで、高揚感の中でも孤独を味わうことができる。	쓰디쓴 이모션이 감춰져 있다. 고양된 가운데서도 고독을 느낄 수 있게 한다.	ซ่อน​อารมณ์​ความขมขื่น​ไว้​ข้างหลัง​ของ​มัน​ ทำให้​รู้สึก​โดดเดี่ยว​ใน​ความตื่นเต้น​
5600004	56	561	2	999	3000003	20	258;251	2040501	6:goods_icon_5600004				1	安宁红茶叶	安寧紅茶葉	Soothing Black Tea	ほのぼの茶葉	평안의 홍차 찻잎	ใบชาแบล็กทีสุขใจ	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	古利兹丹姆时期遗留下的品种，似乎也沿袭了皇室的从容与平和。	古利茲丹姆時期遺留下的品種，似乎也沿襲了皇室的從容與平和。	From the ancient Leidsdam era, this variety of black tea exudes royal tranquility and composure.	リーズダム時代から栽培された品種。王家の控えめで落ち着いた気質を受け継いでいるようだ。	고대 리즈덤 시절부터 전해져 내려오는 품종이다. 황실의 여유와 평화가 함께 이어져 내려온 듯 하다.	พันธุ์​ที่​หลงเหลือ​มาจาก​ยุค​ลิ​ซแดนม์​ เหมือน​จะ​สืบทอด​ความเมตตา​และ​ความ​สันติสุข​ของ​ราชวงศ์​มา​ด้วย​
5600008	56	561	3	999	3000003	40	228;221	2010503	6:goods_icon_5600008				1	薄荷	薄荷	Mint	ミント	민트	มินต์	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	看上去平平无奇，实际却是调味剂和香料，也可以来配酒和冲茶。	看上去平平無奇，實際卻是調味劑和香料，也可以來配酒和沖茶。	It may appear plain, but it's actually a versatile seasoning and spice that can also be used in drinks and teas.	見た目は地味なスパイス、ワインのお供にも使える。	보이기엔 평범해도 향료와 향신료로 사용되며 술과 차도 만들 수 있다.	มองดู​แล้ว​เหมือน​จะ​ธรรมดา​ แต่​ความจริง​กลับเป็น​เครื่องปรุง​และ​เครื่องเทศ​ ที่​สามารถ​นำมา​ใช้กับ​เหล้า​และ​การชงชา​ได้​
5600014	56	561	3	999	3000003	40	228;221	2010502	6:goods_icon_5600014				1	柠檬	檸檬	Lemon	レモン	레몬	เลมอน	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	小看它的话，可是会被酸到牙疼的。	小看它的話，可是會被酸到牙疼的。	Underestimate its sourness, and it might give you a toothache.	齧る前に覚悟が必要。	얕보다가는 신 맛에 큰 코 다칠 것이다.	ถ้า​ดูถูก​มัน​ อาจจะ​ทำให้​เปรี้ยว​จน​ปวดฟัน​ได้​นะ​
5600015	56	561	3	999	3000003	40	277;271	2060402	6:goods_icon_5600015				1	苏打水	蘇打水	Soda	炭酸水	소다수	น้ำโซดา	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	咕噜~咕噜咕噜~是微量元素的声音吗？	咕嚕~咕嚕咕嚕~是微量元素的聲音嗎？	Is that the sound of micronutrients?	水に二酸化炭素を溶解させた飲料。	뽀글~ 뽀글뽀글~ 미네럴이 만들어낸 소리인가?	กรอก​ ๆ​~​กรอก​ ๆ​กรอก​ ๆ​~​เป็น​เสียง​ของ​จุล​ธาตุ​เหรอ​?​
5600016	56	561	3	999	3000003	40	228;221	2010509	6:goods_icon_5600016				1	棉花糖	棉花糖	Marshmallow	綿飴	솜사탕	มาร์ชแมลโลว์	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	绵密的砂糖化成云朵，一圈又一圈，蓬松而甜蜜。	綿密的砂糖化成雲朵，一圈又一圈，蓬鬆而甜蜜。	Layers of dense sugar spun into fluffy, sweet clouds.	ふわふわで甘い、溶融した砂糖をごく細い糸状にしたものを集め、綿状にした菓子。	촘촘한 설탕이 구름이 되어 빙글빙글 돌아간다. 부드럽고 달콤하다.	น้ำตาล​ที่​หมุนรอบ​แล้ว​รอบ​เล่า​จน​กลายเป็น​เมฆ​ นุ่ม​และ​หวาน​
5600017	56	561	2	999	3000003	20	248;241	2030507	6:goods_icon_5600017				1	懒散鸡蛋	懶散雞蛋	Laid-back Egg	ぐでぐで玉子	나태의 달걀	ไข่จอมขี้เกียจ	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	过劳的工作，紧张的生活……人们都需及时休憩调整，回归初心。	過勞的工作，緊張的生活……人們都需及時休憩調整，回歸初心。	In a world of overwork and stress, everyone needs timely rest to recharge.	ストレスに満ちた社会で、休息を取ることも必要だ。	높은 업무 강도, 긴장된 생활...... 제때 휴식을 취하면서 패턴을 조정하고 초심으로 돌아가야 한다.	การ​ทำงานหนัก​เกินไป​ ทำให้​ชีวิต​ตึงเครียด​...​ผู้คน​ต่าง​ก็​ต้อง​พักผ่อน​และ​ปรับตัว​ให้​ทัน​ และ​กลับ​ไป​ยัง​จุดเริ่มต้น​
5600019	56	561	3	999	3000003	40	234;231	2020102	6:goods_icon_5600019				1	牛奶	牛奶	Milk	牛乳	우유	นม	情绪食材的一种，可在情绪餐厅中制作情绪料理。	情緒食材的一種，可在情緒餐廳中製作情緒料理。	A type of Pathos ingredient used for making Pathos cuisines in the Cafe.	エモーション食材。エモーション料理製作時に必要な食材。	이모션 식재료의 한 종류이다. 이모션 카페테리아에서 이모션 요리 제작에 쓰인다.	วัตถุดิบ​พา​โธส​ชนิด​หนึ่ง​ สามารถ​นำไปใช้​ทำอาหาร​พา​โธส​ใน​พา​โธส​คาเฟ่​ได้​	被誉为「白色血液」的天然饮品。	被譽為「白色血液」的天然飲品。	A natural drink also known as "white blood."	栄養価が高く、様々な乳製品の原料や、菓子や料理の材料に利用出来る。	「백색 혈액」이라 불리우는 천연 음료이다.	เครื่องดื่ม​ธรรมชาติ​ที่​ถูก​ขนานนาม​ว่า​ [​เลือด​สี​ขาว​]​
