id	character	rankId	itemId	itemAmount	questId	voice	news	status
int	int	int	int	int	int	int	int	int
101002	101	2	502001	1		1	1	1
102002	102	2	502002	1		1	1	1
103002	103	2	502003	1		1	1	1
104002	104	2	502004	1		1	1	1
101003	101	3	502001	1		0	0	1
102003	102	3	502002	1		0	0	1
103003	103	3	502003	1		0	0	1
104003	104	3	502004	1		0	0	1
101004	101	4	502001	1		0	0	1
102004	102	4	502002	1		0	0	1
103004	103	4	502003	1		0	0	1
104004	104	4	502004	1		0	0	1
101005	101	5	502001	1		0	0	1
102005	102	5	502002	1		0	0	1
103005	103	5	502003	1		0	0	1
104005	104	5	502004	1		0	0	1
101006	101	6	502001	1		0	0	1
102006	102	6	502002	1		0	0	1
103006	103	6	502003	1		0	0	1
104006	104	6	502004	1		0	0	1
101007	101	7	502001	1		0	0	1
102007	102	7	502002	1		0	0	1
103007	103	7	502003	1		0	0	1
104007	104	7	502004	1		0	0	1
101008	101	8	502001	1		0	0	1
102008	102	8	502002	1		0	0	1
103008	103	8	502003	1		0	0	1
104008	104	8	502004	1		0	0	1
101009	101	9	502001	1		0	0	1
102009	102	9	502002	1		0	0	1
103009	103	9	502003	1		0	0	1
104009	104	9	502004	1		0	0	1
101010	101	10	502001	1		0	0	1
102010	102	10	502002	1		0	0	1
103010	103	10	502003	1		0	0	1
104010	104	10	502004	1		0	0	1
101011	101	11	502001	1		0	0	1
102011	102	11	502002	1		0	0	1
103011	103	11	502003	1		0	0	1
104011	104	11	502004	1		0	0	1
101012	101	12	502001	1		0	0	1
102012	102	12	502002	1		0	0	1
103012	103	12	502003	1		0	0	1
104012	104	12	502004	1		0	0	1
101013	101	13	502001	1		0	0	1
102013	102	13	502002	1		0	0	1
103013	103	13	502003	1		0	0	1
104013	104	13	502004	1		0	0	1
101014	101	14	502001	1		0	0	1
102014	102	14	502002	1		0	0	1
103014	103	14	502003	1		0	0	1
104014	104	14	502004	1		0	0	1
101015	101	15	502001	1		0	0	1
102015	102	15	502002	1		0	0	1
103015	103	15	502003	1		0	0	1
104015	104	15	502004	1		0	0	1
101016	101	16	502001	1		0	0	1
102016	102	16	502002	1		0	0	1
103016	103	16	502003	1		0	0	1
104016	104	16	502004	1		0	0	1
101017	101	17	502001	1		0	0	1
102017	102	17	502002	1		0	0	1
103017	103	17	502003	1		0	0	1
104017	104	17	502004	1		0	0	1
101018	101	18	502001	1		0	0	1
102018	102	18	502002	1		0	0	1
103018	103	18	502003	1		0	0	1
104018	104	18	502004	1		0	0	1
101019	101	19	502001	1		0	0	1
102019	102	19	502002	1		0	0	1
103019	103	19	502003	1		0	0	1
104019	104	19	502004	1		0	0	1
101020	101	20	502001	1		0	0	1
102020	102	20	502002	1		0	0	1
103020	103	20	502003	1		0	0	1
104020	104	20	502004	1		0	0	1
101021	101	21	502001	1		0	0	1
102021	102	21	502002	1		0	0	1
103021	103	21	502003	1		0	0	1
104021	104	21	502004	1		0	0	1
101022	101	22	502001	1		0	0	1
102022	102	22	502002	1		0	0	1
103022	103	22	502003	1		0	0	1
104022	104	22	502004	1		0	0	1
101023	101	23	502001	1		0	0	1
102023	102	23	502002	1		0	0	1
103023	103	23	502003	1		0	0	1
104023	104	23	502004	1		0	0	1
101024	101	24	502001	1		0	0	1
102024	102	24	502002	1		0	0	1
103024	103	24	502003	1		0	0	1
104024	104	24	502004	1		0	0	1
101025	101	25	502001	1		0	0	1
102025	102	25	502002	1		0	0	1
103025	103	25	502003	1		0	0	1
104025	104	25	502004	1		0	0	1
101026	101	26	502001	1		0	0	1
102026	102	26	502002	1		0	0	1
103026	103	26	502003	1		0	0	1
104026	104	26	502004	1		0	0	1
101027	101	27	502001	1		0	0	1
102027	102	27	502002	1		0	0	1
103027	103	27	502003	1		0	0	1
104027	104	27	502004	1		0	0	1
101028	101	28	502001	1		0	0	1
102028	102	28	502002	1		0	0	1
103028	103	28	502003	1		0	0	1
104028	104	28	502004	1		0	0	1
101029	101	29	502001	1		0	0	1
102029	102	29	502002	1		0	0	1
103029	103	29	502003	1		0	0	1
104029	104	29	502004	1		0	0	1
101030	101	30	502001	1		0	0	1
102030	102	30	502002	1		0	0	1
103030	103	30	502003	1		0	0	1
104030	104	30	502004	1		0	0	1
101031	101	31	502001	1		0	0	1
102031	102	31	502002	1		0	0	1
103031	103	31	502003	1		0	0	1
104031	104	31	502004	1		0	0	1
101032	101	32	502001	1		0	0	1
102032	102	32	502002	1		0	0	1
103032	103	32	502003	1		0	0	1
104032	104	32	502004	1		0	0	1
101033	101	33	502001	1		0	0	1
102033	102	33	502002	1		0	0	1
103033	103	33	502003	1		0	0	1
104033	104	33	502004	1		0	0	1
101034	101	34	502001	1		0	0	1
102034	102	34	502002	1		0	0	1
103034	103	34	502003	1		0	0	1
104034	104	34	502004	1		0	0	1
101035	101	35	502001	1		0	0	1
102035	102	35	502002	1		0	0	1
103035	103	35	502003	1		0	0	1
104035	104	35	502004	1		0	0	1
101036	101	36	502001	1		0	0	1
102036	102	36	502002	1		0	0	1
103036	103	36	502003	1		0	0	1
104036	104	36	502004	1		0	0	1
101037	101	37	502001	1		0	0	1
102037	102	37	502002	1		0	0	1
103037	103	37	502003	1		0	0	1
104037	104	37	502004	1		0	0	1
101038	101	38	502001	1		0	0	1
102038	102	38	502002	1		0	0	1
103038	103	38	502003	1		0	0	1
104038	104	38	502004	1		0	0	1
101039	101	39	502001	1		0	0	1
102039	102	39	502002	1		0	0	1
103039	103	39	502003	1		0	0	1
104039	104	39	502004	1		0	0	1
101040	101	40	502001	1		0	0	1
102040	102	40	502002	1		0	0	1
103040	103	40	502003	1		0	0	1
104040	104	40	502004	1		0	0	1
101041	101	41	502001	1		0	0	1
102041	102	41	502002	1		0	0	1
103041	103	41	502003	1		0	0	1
104041	104	41	502004	1		0	0	1
101042	101	42	502001	1		0	0	1
102042	102	42	502002	1		0	0	1
103042	103	42	502003	1		0	0	1
104042	104	42	502004	1		0	0	1
101043	101	43	502001	1		0	0	1
102043	102	43	502002	1		0	0	1
103043	103	43	502003	1		0	0	1
104043	104	43	502004	1		0	0	1
101044	101	44	502001	1		0	0	1
102044	102	44	502002	1		0	0	1
103044	103	44	502003	1		0	0	1
104044	104	44	502004	1		0	0	1
101045	101	45	502001	1		0	0	1
102045	102	45	502002	1		0	0	1
103045	103	45	502003	1		0	0	1
104045	104	45	502004	1		0	0	1
101046	101	46	502001	1		0	0	1
102046	102	46	502002	1		0	0	1
103046	103	46	502003	1		0	0	1
104046	104	46	502004	1		0	0	1
101047	101	47	502001	1		0	0	1
102047	102	47	502002	1		0	0	1
103047	103	47	502003	1		0	0	1
104047	104	47	502004	1		0	0	1
