id	mazeCoin	exp	regularReward	regularRewardNum	rewardID	rewardNum	totalWeight	rewardWeight	fristRewards	fristRewardsNum	starRewardId	starRewardNum	showItem	showItemTag	showItemNum	quality	probability	status
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
12171101	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171102	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171103	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171104	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171105	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171106	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171107	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171108	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171109	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171110	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12171201	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171202	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171203	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171204	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171205	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171206	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171207	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171208	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171209	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171210	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12171301	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12171302	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12171303	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12171401	800	0							0	0	0	0						1
12172101	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172102	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172103	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172104	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172105	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172106	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172107	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172108	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172109	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172110	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12172201	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172202	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172203	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172204	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172205	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172206	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172207	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172208	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172209	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172210	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12172301	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12172302	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12172303	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12172401	800	0							0	0	0	0						1
12173101	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173102	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173103	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173104	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173105	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173106	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173107	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173108	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173109	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173110	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12173201	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173202	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173203	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173204	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173205	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173206	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173207	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173208	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173209	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173210	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12173301	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12173302	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12173303	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12173401	800	0							0	0	0	0						1
12174101	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174102	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174103	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174104	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174105	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174106	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174107	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174108	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174109	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174110	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12174201	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174202	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174203	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174204	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174205	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174206	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174207	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174208	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174209	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174210	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12174301	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12174302	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12174303	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12174401	800	0							0	0	0	0						1
12175101	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175102	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175103	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175104	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175105	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175106	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175107	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175108	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175109	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175110	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12175201	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175202	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175203	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175204	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175205	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175206	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175207	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175208	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175209	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175210	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12175301	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12175302	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12175303	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12175401	800	0							0	0	0	0						1
12176101	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176102	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176103	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176104	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176105	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176106	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176107	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176108	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176109	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176110	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
12176201	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176202	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176203	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176204	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176205	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176206	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176207	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176208	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176209	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176210	200	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2;3	50;40;2	1
12176301	300	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12176302	500	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12176303	800	0			12178001,12178006,12178016,12178020,12178024;12178004	1,1,1,1,1;1	5000;10000	1000,1000,1000,1000,1000;10000	0	0	0	0	12178004	1	1	2;3	8;92	1
12176401	800	0							0	0	0	0						1
12171111	100	0			12178003	1	10000	10000	0	0	0	0	12178003	2	1	1;2	80;20	1
