key	ids	status
string	string	int
101008	10100800;10100801;10100802;10100803;10100804;10100805	1
101011	10101100;10101101;10101102;10101103;10101104;10101105	1
101005	10100500;10100501;10100502;10100503;10100504;10100505	1
101013	10101300;10101301;10101302;10101303;10101304;10101305	1
102008	10200800;10200801;10200802;10200803;10200804;10200805	1
102007	10200700;10200701;10200702;10200703;10200704;10200705	1
102011	10201100;10201101;10201102;10201103;10201104;10201105	1
102001	10200100;10200101;10200102;10200103;10200104;10200105	1
102021	10202100;10202101;10202102;10202103;10202104;10202105	1
103008	10300800;10300801;10300802;10300803;10300804;10300805	1
103002	10300200;10300201;10300202;10300203;10300204;10300205	1
103007	10300700;10300701;10300702;10300703;10300704;10300705	1
103019	10301900;10301901;10301902;10301903;10301904;10301905	1
103021	10302100;10302101;10302102;10302103;10302104;10302105	1
104003	10400300;10400301;10400302;10400303;10400304;10400305	1
104005	10400500;10400501;10400502;10400503;10400504;10400505	1
104001	10400100;10400101;10400102;10400103;10400104;10400105	1
104008	10400800;10400801;10400802;10400803;10400804;10400805	1
105008	10500800;10500801;10500802;10500803;10500804;10500805	1
105001	10500100;10500101;10500102;10500103;10500104;10500105	1
105002	10500200;10500201;10500202;10500203;10500204;10500205	1
105006	10500600;10500601;10500602;10500603;10500604;10500605	1
106008	10600800;10600801;10600802;10600803;10600804;10600805	1
106001	10600100;10600101;10600102;10600103;10600104;10600105	1
106002	10600200;10600201;10600202;10600203;10600204;10600205	1
106010	10601000;10601001;10601002;10601003;10601004;10601005	1
107008	10700800;10700801;10700802;10700803;10700804;10700805	1
107001	10700100;10700101;10700102;10700103;10700104;10700105	1
107005	10700500;10700501;10700502;10700503;10700504;10700505	1
108008	10800800;10800801;10800802;10800803;10800804;10800805	1
108001	10800100;10800101;10800102;10800103;10800104;10800105	1
108006	10800600;10800601;10800602;10800603;10800604;10800605	1
108004	10800400;10800401;10800402;10800403;10800404;10800405	1
109008	10900800;10900801;10900802;10900803;10900804;10900805	1
110008	11000800;11000801;11000802;11000803;11000804;11000805	1
111008	11100800;11100801;11100802;11100803;11100804;11100805	1
111002	11100200;11100201;11100202;11100203;11100204;11100205	1
112008	11200800;11200801;11200802;11200803;11200804;11200805	1
112002	11200200;11200201;11200202;11200203;11200204;11200205	1
113008	11300800;11300801;11300802;11300803;11300804;11300805	1
113001	11300100;11300101;11300102;11300103;11300104;11300105	1
114008	11400800;11400801;11400802;11400803;11400804;11400805	1
114001	11400100;11400101;11400102;11400103;11400104;11400105	1
904001	90400100;90400101;90400102;90400103;90400104;90400105	1
904002	90400200;90400201;90400202;90400203;90400204;90400205	1
904005	90400500;90400501;90400502;90400503;90400504;90400505	1
