"1","1","Wave1_Work1_Front1","F_N_C031_R_G8","Ruins_EXP_008_Wave1",
"1","1","Wave1_Work1_Front2","F_N_C031_R_G8","Ruins_EXP_008_Wave1",
"1","1","Wave1_Work1_Middle1","M_N_C033_R_G8","Ruins_EXP_008_Wave1",
"1","1","Wave1_Work1_Middle2","M_N_C033_R_G8","Ruins_EXP_008_Wave1",
"1","1","Wave1_Work1_Back1","B_N_C513_R_G8","Ruins_EXP_008_Wave1",
"2","1","Wave2_Work1_Front1","F_N_C031_R_G8","Ruins_EXP_008_Wave2",
"2","1","Wave2_Work1_Front2","F_N_C031_R_G8","Ruins_EXP_008_Wave2",
"2","1","Wave2_Work1_Middle1","M_N_C033_R_G8","Ruins_EXP_008_Wave2",
"2","1","Wave2_Work1_Middle2","M_N_C033_R_G8","Ruins_EXP_008_Wave2",
"2","1","Wave2_Work1_Back1","B_N_C513_R_G8","Ruins_EXP_008_Wave2",
"2","1","Wave2_Work1_Back2","B_N_C513_R_G8","Ruins_EXP_008_Wave2",
"3","1","Wave3_Work1_Front1","F_N_C031_R_G8","Ruins_EXP_008_Wave3",
"3","1","Wave3_Work1_Front2","F_N_C031_R_G8","Ruins_EXP_008_Wave3",
"3","1","Wave3_Work1_Middle1","M_N_C033_R_G8","Ruins_EXP_008_Wave3",
"3","1","Wave3_Work1_Back1","B_N_C513_R_G8","Ruins_EXP_008_Wave3",
"3","1","Wave3_Work1_Back2","B_N_C513_R_G8","Ruins_EXP_008_Wave3",
"3","1","Wave3_Work1_Back3","B_N_C513_R_G8","Ruins_EXP_008_Wave3",
