"1","1","Wave1_Work1_Front1","F_N_C031_G_G1_LV5","0","0","None",
"1","1","Wave1_Work1_Front2","F_N_C031_G_G1_LV5","0","0","None",
"1","1","Wave1_Work1_Middle1","M_N_C033_G_G1_LV5","0","0","None",
"1","1","Wave1_Work1_Middle2","M_N_C033_G_G1_LV5","0","0","None",
"1","1","Wave1_Work1_Back1","B_N_C513_G_G1_LV5","0","0","None",
"1","1","Wave1_Work1_Back2","B_N_C513_G_G1_LV5","0","0","None",
"2","1","Wave2_Work1_Front1","F_N_C031_G_G1_LV5","0","0","None",
"2","1","Wave2_Work1_Front2","F_N_C031_G_G1_LV5","0","0","None",
"2","1","Wave2_Work1_Middle1","M_N_C033_G_G1_LV5","0","0","None",
"2","1","Wave2_Work1_Middle2","M_N_C033_G_G1_LV5","0","0","None",
"2","1","Wave2_Work1_Back1","B_N_C513_G_G1_LV5","0","0","None",
"2","1","Wave2_Work1_Back2","B_N_C513_G_G1_LV5","0","0","None",
"3","1","Wave3_Work1_Front1","F_N_C031_G_G1_LV5","0","0","None",
"3","1","Wave3_Work1_Front2","F_N_C031_G_G1_LV5","0","0","None",
"3","1","Wave3_Work1_Middle1","M_N_C033_G_G1_LV5","0","0","None",
"3","1","Wave3_Work1_Middle2","M_N_C033_G_G1_LV5","0","0","None",
"3","1","Wave3_Work1_Back1","B_N_C513_G_G1_LV5","0","0","None",
"3","1","Wave3_Work1_Back2","B_N_C513_G_G1_LV5","0","0","None",
