"w1_p1_m1","N_ST_008_018","1","1","C8_S18_02","1","24.16888","-4.020112","0","w1_p1_m1","None","0","None",
"w1_p1_m2","N_ST_008_018","1","1","C8_S18_02","1","24.42838","-1.462155","0","w1_p1_m2","None","0","None",
"w1_p1_m3","N_ST_008_018","1","1","C8_S18_02","1","22.72308","-2.778205","0","w1_p1_m3","None","0","None",
"w1_p1_m4","N_ST_008_018","1","1","C8_S18_02","1","23.50454","-0.2731768","0","w1_p1_m4","None","0","None",
"w1_p2_m1","N_ST_008_018","1","2","C8_S18_01","1","25.91737","-2.805286","0","w1_p2_m1","RightToLeft","15","None",
"w1_p2_m2","N_ST_008_018","1","2","C8_S18_01","1","26.07246","-1.306038","0","w1_p2_m2","RightToLeft","15","None",
"w1_p3_m1","N_ST_008_018","1","3","C8_S18_02","1","19.42924","-3.115476","0","w1_p3_m1","LeftToRight","7","None",
"w1_p3_m2","N_ST_008_018","1","3","C8_S18_02","1","17.54226","-1.693775","0","w1_p3_m2","LeftToRight","7","None",
"w1_p4_m1","N_ST_008_018","1","4","C8_S18_01","1","27.93167","-1.814337","0","w1_p4_m1","RightToLeft","4","None",
"w1_p4_m2","N_ST_008_018","1","4","C8_S18_01","1","27.87606","-4.057184","0","w1_p4_m2","RightToLeft","4","None",
"w1_p4_m3","N_ST_008_018","1","4","C8_S18_01","1","29.21065","-2.907957","0","w1_p4_m3","RightToLeft","4","None",
"w2_p1_m1","N_ST_008_018","2","1","C8_S18_04","1","43.9682","-4.039863","0","w2_p1_m1","None","0","None",
"w2_p1_m2","N_ST_008_018","2","1","C8_S18_04","1","42.83751","-2.835028","0","w2_p1_m2","None","0","None",
"w2_p1_m3","N_ST_008_018","2","1","C8_S18_04","1","44.30184","-1.982376","0","w2_p1_m3","None","0","None",
"w2_p1_m4","N_ST_008_018","2","1","C8_S18_04","1","43.70869","-0.462431","0","w2_p1_m4","None","0","None",
"w2_p2_m1","N_ST_008_018","2","2","C8_S18_02","1","48.37975","-3.279891","0","w2_p2_m1","RightToLeft","7","None",
"w2_p2_m2","N_ST_008_018","2","2","C8_S18_02","1","47.1193","-2.130664","0","w2_p2_m2","RightToLeft","7","None",
"w2_p3_m1","N_ST_008_018","2","3","C8_S18_03","1","45.0881","-3.332079","0","w2_p3_m1","RightToLeft","10","None",
"w2_p3_m2","N_ST_008_018","2","3","C8_S18_03","1","42.91678","-1.548491","0","w2_p3_m2","RightToLeft","10","None",
"w2_p4_m1","N_ST_008_018","2","4","C8_S18_01","1","49.68925","-3.073588","0","w2_p4_m1","RightToLeft","3","None",
"w2_p4_m2","N_ST_008_018","2","4","C8_S18_01","1","49.63755","-1.29","0","w2_p4_m2","RightToLeft","3","None",
"w3_p1_m1","N_ST_008_018","3","1","C8_S18_07","1","66.0905","-2.56948","0","w3_p1_m1","None","0","None",
"w3_p1_m2","N_ST_008_018","3","1","C8_S18_07","1","67.00105","-0.7881061","0","w3_p1_m2","None","0","None",
"w3_p1_m3","N_ST_008_018","3","1","C8_S18_07","1","68.65409","-3.629271","0","w3_p1_m3","None","0","None",
"w3_p1_m4","N_ST_008_018","3","1","C8_S18_07","1","68.33537","-2.014867","0","w3_p1_m4","None","0","None",
"w3_p2_m1","N_ST_008_018","3","2","C8_S18_06","1","58.00583","-3.074342","0","w3_p2_m1","RightToLeft","25","None",
"w3_p2_m2","N_ST_008_018","3","2","C8_S18_06","1","64.62","-3.126419","0","w3_p2_m2","RightToLeft","24","None",
"w3_p3_m1","N_ST_008_018","3","3","C8_S18_06","1","67.48451","-4.543073","0","w3_p3_m1","RightToLeft","15","None",
"w3_p3_m2","N_ST_008_018","3","3","C8_S18_06","1","61.93489","-3.074342","0","w3_p3_m2","RightToLeft","14","None",
"w3_p3_m3","N_ST_008_018","3","3","C8_S18_06","1","63.45999","-1.859435","0","w3_p3_m3","RightToLeft","13","None",
