"1","1","Wave1_Work1_Front1","CH18_F_C522_G1","AD_H_P5_002_003_Wave1",
"1","1","Wave1_Work1_Front2","CH18_F_C522_G1","AD_H_P5_002_003_Wave1",
"1","1","Wave1_Work1_Middle1","CH18_M_C515_G1","AD_H_P5_002_003_Wave1",
"1","1","Wave1_Work1_Back1","CH18_B_C517_G1","AD_H_P5_002_003_Wave1",
"1","1","Wave1_Work1_Back2","CH18_B_C517_G1","AD_H_P5_002_003_Wave1",
"2","2","Wave2_Work2_Front1","CH18_F_C037_G3","AD_H_P5_002_003_Wave2",
"2","2","Wave2_Work2_Middle1","CH18_M_C609_G1","AD_H_P5_002_003_Wave2",
"2","2","Wave2_Work2_Middle2","CH18_M_C609_G1","AD_H_P5_002_003_Wave2",
"2","2","Wave2_Work2_Back1","CH18_B_C521_G1","AD_H_P5_002_003_Wave2",
"2","2","Wave2_Work2_Back2","CH18_B_C521_G1","AD_H_P5_002_003_Wave2",
