"Wave1_Work1_Front1","Prologue_003","1","1","Mon_045_S01_R","0","0","None","None",
"Wave1_Work1_Front2","Prologue_003","1","1","Mon_536_S01_G","0","0","None","None",
"Wave1_Work1_Front3","Prologue_003","1","1","Mon_045_S01_R","0","0","None","None",
"Wave1_Work1_Middle1","Prologue_003","1","1","Mon_046_S01_G","0","0","None","None",
"Wave1_Work1_Back1","Prologue_003","1","1","Mon_025_S01_G","0","0","None","None",
"Wave2_Work1_Front1","Prologue_003","2","1","Mon_045_S01_R","0","0","None","None",
"Wave2_Work1_Front2","Prologue_003","2","1","Mon_045_S01_R","0","0","None","None",
"Wave2_Work1_Middle1","Prologue_003","2","1","Mon_046_S01_G","0","0","None","None",
"Wave2_Work1_Back1","Prologue_003","2","1","Mon_025_S01_G","0","0","None","None",
"Wave2_Work1_Back2","Prologue_003","2","1","Mon_025_S01_G","0","0","None","None",
"Wave3_Work1_Front1","Prologue_003","3","1","Sephiroth_001_S01_G","0","0","None","PartBoss",
