"Wave1_Work2_Front1","Prologue_002","1","2","Mon_024_S01_G","0","0","None","None",
"Wave1_Work2_Front2","Prologue_002","1","2","Mon_024_S01_G","0","0","None","None",
"Wave1_Work2_Middle1","Prologue_002","1","2","Mon_057_S01_G","0","0","None","None",
"Wave1_Work2_Back1","Prologue_002","1","2","Mon_025_S01_G","0","0","None","None",
"Wave1_Work2_Back2","Prologue_002","1","2","Mon_025_S01_G","0","0","None","None",
"Wave2_Work1_Front1","Prologue_002","2","1","Mon_024_S01_G","0","0","None","None",
"Wave2_Work1_Front2","Prologue_002","2","1","Mon_024_S01_G","0","0","None","None",
"Wave2_Work1_Front3","Prologue_002","2","1","Mon_024_S01_G","0","0","None","None",
"Wave2_Work1_Middle1","Prologue_002","2","1","Mon_057_S01_G","0","0","None","None",
"Wave2_Work1_Back1","Prologue_002","2","1","Mon_052_S01_G","0","0","None","None",
"Wave3_Work1_Front1","Prologue_002","3","1","Mon_024_S01_G","0","0","None","None",
"Wave3_Work1_Front2","Prologue_002","3","1","Mon_024_S01_G","0","0","None","None",
"Wave3_Work1_Middle1","Prologue_002","3","1","Mon_057_S01_G","0","0","None","ChapterBoss",
"Wave3_Work1_Back1","Prologue_002","3","1","Mon_052_S01_G","0","0","None","None",
"Wave3_Work1_Back2","Prologue_002","3","1","Mon_052_S01_G","0","0","None","None",
"Wave3_Work4_Behind1","Prologue_002","3","4","Mon_024_S01_G","2","-6","None","None",
"Wave3_Work4_Behind3","Prologue_002","3","4","Mon_024_S01_G","2","-6","None","None",
