"w1_p1_m1","N_ST_006_010","1","1","C6_S10_02","1","23.36904","-1.938822","0","w1_p1_m1","None","0","None",
"w1_p1_m2","N_ST_006_010","1","1","C6_S10_02","1","24.69061","-2.826445","0","w1_p1_m2","None","0","None",
"w1_p1_m3","N_ST_006_010","1","1","C6_S10_02","1","24.47363","-0.5777995","0","w1_p1_m3","None","0","None",
"w1_p1_m4","N_ST_006_010","1","1","C6_S10_02","1","24.15803","-4.404441","0","w1_p1_m4","None","0","None",
"w1_p2_m1","N_ST_006_010","1","2","C6_S10_04","1","27.04464","-3.450488","0","w1_p2_m1","RightToLeft","7","None",
"w1_p2_m2","N_ST_006_010","1","2","C6_S10_04","1","26.1422","-2.230976","0","w1_p2_m2","RightToLeft","7","None",
"w1_p2_m3","N_ST_006_010","1","2","C6_S10_04","1","27.02024","-0.8285365","0","w1_p2_m3","RightToLeft","7","None",
"w1_p5_m1","N_ST_006_010","1","5","C6_S10_06","1","29.10561","-3.218781","0","w1_p5_m1","RightToLeft","2","None",
"w1_p5_m2","N_ST_006_010","1","5","C6_S10_06","1","29.08122","-1.19439","0","w1_p5_m2","RightToLeft","2","None",
"w2_p1_m1","N_ST_006_010","2","1","C6_S10_05","1","44.55979","-4.22519","0","w2_p1_m1","None","0","None",
"w2_p1_m2","N_ST_006_010","2","1","C6_S10_05","1","43.36524","-2.960376","0","w2_p1_m2","None","0","None",
"w2_p1_m3","N_ST_006_010","2","1","C6_S10_05","1","44.72374","-2.070322","0","w2_p1_m3","None","0","None",
"w2_p1_m4","N_ST_006_010","2","1","C6_S10_05","1","43.71658","-0.6415503","0","w2_p1_m4","None","0","None",
"w2_p2_m1","N_ST_006_010","2","2","C6_S10_06","1","48.23807","-3.190911","0","w2_p2_m1","RightToLeft","4","None",
"w2_p2_m2","N_ST_006_010","2","2","C6_S10_06","1","48.27941","-1.498183","0","w2_p2_m2","RightToLeft","4","None",
"w2_p3_m1","N_ST_006_010","2","3","C6_S10_01","1","30.4209","-3.143685","0","w2_p3_m1","LeftToRight","3","None",
"w2_p3_m2","N_ST_006_010","2","3","C6_S10_01","1","30.32883","-1.578548","0","w2_p3_m2","LeftToRight","3","None",
"w2_p6_m1","N_ST_006_010","2","6","C6_S10_03","1","48.9436","-0.9908369","0","w2_p6_m1","RightToLeft","5","None",
"w2_p6_m2","N_ST_006_010","2","6","C6_S10_03","1","48.81055","-2.454366","0","w2_p6_m2","RightToLeft","5","None",
"w3_p1_m1","N_ST_006_010","3","1","C6_S10_07","1","63.06492","-2.397022","0","w3_p1_m1","None","0","None",
"w3_p3_m1","N_ST_006_010","3","3","C6_S10_02","1","66.01361","-1.410456","0","w3_p3_m1","RightToLeft","5","None",
"w3_p3_m2","N_ST_006_010","3","3","C6_S10_02","1","66.13067","-2.971212","0","w3_p3_m2","RightToLeft","5","None",
"w3_p4_m1","N_ST_006_010","3","4","C6_S10_01","1","51.10767","-2.299663","0","w3_p4_m1","LeftToRight","10","None",
"w3_p4_m2","N_ST_006_010","3","4","C6_S10_01","1","51.12718","-0.8949823","0","w3_p4_m2","LeftToRight","10","None",
"w3_p5_m1","N_ST_006_010","3","5","C6_S10_06","1","69.81724","-2.455739","0","w3_p5_m1","RightToLeft","10","None",
"w3_p5_m2","N_ST_006_010","3","5","C6_S10_06","1","69.77822","-1.655851","0","w3_p5_m2","RightToLeft","10","None",
"w3_p5_m3","N_ST_006_010","3","5","C6_S10_06","1","70","-3.782383","0","w3_p5_m3","RightToLeft","10","None",
"w3_p5_m4","N_ST_006_010","3","5","C6_S10_06","1","69.7392","-0.8754733","0","w3_p5_m4","RightToLeft","10","None",
"w3_p5_m5","N_ST_006_010","3","5","C6_S10_05","1","67.20297","-3.411703","0","w3_p5_m5","RightToLeft","10","None",
"w3_p5_m6","N_ST_006_010","3","5","C6_S10_05","1","66.67622","-1.168115","0","w3_p5_m6","RightToLeft","10","None",
