"w1_p1_m1","E_St_001_008","1","1","C2_S01_34","1","23.10602","-0.8719681","0","w1_p1_m1","None","0","None",
"w1_p1_m2","E_St_001_008","1","1","C2_S01_34","1","24.04594","-2.160004","0","w1_p1_m2","None","0","None",
"w1_p1_m3","E_St_001_008","1","1","C2_S01_34","1","24.34184","-4.6","0","w1_p1_m3","None","0","None",
"w1_p1_m4","E_St_001_008","1","1","C2_S01_34","1","23.85448","0.2","0","w1_p1_m4","None","0","None",
"w1_p1_m5","E_St_001_008","1","1","C2_S01_34","1","22.89715","-3.378417","0","w1_p1_m5","None","0","None",
"w1_p2_m1","E_St_001_008","1","2","C2_S01_42","1","29.59842","-3.709128","0","w1_p2_m1","RightToLeft","3","None",
"w1_p2_m2","E_St_001_008","1","2","C2_S01_42","1","27.62311","-1.917813","0","w1_p2_m2","RightToLeft","3","None",
"w1_p2_m3","E_St_001_008","1","2","C2_S01_42","1","27.77404","-4.6","0","w1_p2_m3","RightToLeft","3","None",
"w1_p2_m4","E_St_001_008","1","2","C2_S01_42","1","28.75565","0.2","0","w1_p2_m4","RightToLeft","3","None",
"w1_p2_m5","E_St_001_008","1","2","C2_S01_42","1","29.8247","-1.394145","0","w1_p2_m5","RightToLeft","3","None",
"w1_p2_m6","E_St_001_008","1","2","C2_S01_42","1","26.74385","-0.1757322","0","w1_p2_m6","RightToLeft","3","None",
"w2_p1_m1","E_St_001_008","2","1","C2_S01_24","1","26.17849","-1.463015","0","w2_p1_m1","RightToLeft","6","None",
"w2_p1_m2","E_St_001_008","2","1","C2_S01_24","1","26.07158","-3.400831","0","w2_p1_m2","RightToLeft","6","None",
"w2_p1_m3","E_St_001_008","2","1","C2_S01_24","1","24.22731","-4.6","0","w2_p1_m3","RightToLeft","6","None",
"w2_p1_m4","E_St_001_008","2","1","C2_S01_24","1","23.47891","-0.7012521","0","w2_p1_m4","RightToLeft","6","None",
"w2_p1_m5","E_St_001_008","2","1","C2_S01_24","1","24.09367","-2.438605","0","w2_p1_m5","RightToLeft","6","None",
"w2_p1_m6","E_St_001_008","2","1","C2_S01_24","1","26.04485","0.2","0","w2_p1_m6","RightToLeft","6","None",
"w2_p2_m1","E_St_001_008","2","2","C2_S01_41","1","30","-2.362305","0","w2_p2_m1","RightToLeft","3","None",
"w2_p2_m2","E_St_001_008","2","2","C2_S01_41","1","10","-4.6","0","w2_p2_m2","LeftToRight","3","None",
"w2_p2_m3","E_St_001_008","2","2","C2_S01_41","1","30","-4.6","0","w2_p2_m3","RightToLeft","3","None",
"w2_p2_m4","E_St_001_008","2","2","C2_S01_41","1","10","0.2","0","w2_p2_m4","LeftToRight","3","None",
"w2_p2_m5","E_St_001_008","2","2","C2_S01_41","1","29.64677","0.2","0","w2_p2_m5","RightToLeft","3","None",
"w3_p1_m1","E_St_001_008","3","1","C2_S01_24","1","22.01924","-3.258397","0","w3_p1_m1","RightToLeft","6","None",
"w3_p1_m2","E_St_001_008","3","1","C2_S01_24","1","22.33335","-0.7874017","0","w3_p1_m2","RightToLeft","6","None",
"w3_p1_m3","E_St_001_008","3","1","C2_S01_26","1","25.07583","-4.6","0","w3_p1_m3","RightToLeft","6","None",
"w3_p1_m4","E_St_001_008","3","1","C2_S01_26","1","24.84623","-2.818644","0","w3_p1_m4","RightToLeft","6","None",
"w3_p1_m5","E_St_001_008","3","1","C2_S01_26","1","25.1394","-1.541265","0","w3_p1_m5","RightToLeft","6","None",
"w3_p1_m6","E_St_001_008","3","1","C2_S01_26","1","24.53212","0.2","0","w3_p1_m6","RightToLeft","6","None",
"w3_p2_m1","E_St_001_008","3","2","C2_S01_26","1","29.01341","-3.488744","0","w3_p2_m1","RightToLeft","3","None",
"w3_p2_m2","E_St_001_008","3","2","C2_S01_26","1","28.86683","-0.5779955","0","w3_p2_m2","RightToLeft","3","None",
"w3_p2_m3","E_St_001_008","3","2","C2_S01_26","1","30","-4.318732","0","w3_p2_m3","RightToLeft","3","None",
"w3_p2_m4","E_St_001_008","3","2","C2_S01_26","1","30","-2.823919","0","w3_p2_m4","RightToLeft","3","None",
"w3_p2_m5","E_St_001_008","3","2","C2_S01_26","1","30","-1.099135","0","w3_p2_m5","RightToLeft","3","None",
"w3_p2_m6","E_St_001_008","3","2","C2_S01_26","1","30","0.2","0","w3_p2_m6","RightToLeft","3","None",
"w4_p1_m1","E_St_001_008","4","1","C2_S01_35","1","24.39322","-3.790817","0","w4_p1_m1","RightToLeft","8","None",
"w4_p1_m2","E_St_001_008","4","1","C2_S01_35","1","25.36553","-0.4189364","0","w4_p1_m2","RightToLeft","8","None",
"w4_p1_m3","E_St_001_008","4","1","C2_S01_35","1","25.6587","-2.596762","0","w4_p1_m3","RightToLeft","8","None",
"w4_p1_m4","E_St_001_008","4","1","C2_S01_35","1","24.27662","-1.52879","0","w4_p1_m4","RightToLeft","8","None",
"w4_p1_m5","E_St_001_008","4","1","C2_S01_44","1","22.59846","-4.6","0","w4_p1_m5","RightToLeft","8","None",
"w4_p1_m6","E_St_001_008","4","1","C2_S01_44","1","22.53855","0.1464605","0","w4_p1_m6","RightToLeft","8","None",
"w4_p2_m1","E_St_001_008","4","2","C2_S01_26","1","30","-4.135963","0","w4_p2_m1","RightToLeft","3","None",
"w4_p2_m2","E_St_001_008","4","2","C2_S01_26","1","30","-1.858007","0","w4_p2_m2","RightToLeft","3","None",
"w4_p2_m3","E_St_001_008","4","2","C2_S01_26","1","30","0.2","0","w4_p2_m3","RightToLeft","3","None",
"w4_p3_m1","E_St_001_008","4","3","C2_S01_24","1","10","-2.799268","0","w4_p3_m1","LeftToRight","4","None",
"w4_p3_m2","E_St_001_008","4","3","C2_S01_24","1","10","0.2","0","w4_p3_m2","LeftToRight","4","None",
"w4_p3_m3","E_St_001_008","4","3","C2_S01_24","1","10","-4.6","0","w4_p3_m3","LeftToRight","4","None",
