"Wave1_Work1_Front1","N_St_001_015","1","1","Mon_031_S01_R","0","0","None","None",
"Wave1_Work1_Front2","N_St_001_015","1","1","Mon_031_S01_R","0","0","None","None",
"Wave1_Work1_Middle1","N_St_001_015","1","1","Mon_530_S01_G","0","0","None","None",
"Wave1_Work1_Back1","N_St_001_015","1","1","Mon_534_S01_R","0","0","None","None",
"Wave1_Work1_Back2","N_St_001_015","1","1","Mon_534_S01_R","0","0","None","None",
"Wave2_Work1_Front1","N_St_001_015","2","1","Mon_532_S01_R","0","0","None","None",
"Wave2_Work1_Front2","N_St_001_015","2","1","Mon_532_S01_R","0","0","None","None",
"Wave2_Work1_Middle1","N_St_001_015","2","1","Mon_530_S01_G","0","0","None","None",
"Wave2_Work1_Back1","N_St_001_015","2","1","Mon_529_S01_G","0","0","None","None",
"Wave2_Work1_Back2","N_St_001_015","2","1","Mon_529_S01_G","0","0","None","None",
"Wave3_Work1_Front1","N_St_001_015","3","1","Mon_500_S01_L","0","0","None","ChapterBoss",
"Wave3_Work1_Middle1","N_St_001_015","3","1","Mon_533_S01_R","0","0","None","None",
"Wave3_Work1_Back1","N_St_001_015","3","1","Mon_529_S01_G","0","0","None","None",
"Wave3_Work1_Back2","N_St_001_015","3","1","Mon_529_S01_G","0","0","None","None",
"Wave3_Work3_Behind1","N_St_001_015","3","3","Mon_028_S01_L","2","-3","None","None",
"Wave3_Work3_Behind2","N_St_001_015","3","3","Mon_028_S01_L","2","-3","None","None",
"Wave3_Work3_Behind3","N_St_001_015","3","3","Mon_028_S01_L","2","-3","None","None",
