Id,Type,Title,Text,ButtonOk,ButtonCancel
1001,2,notice_system,notice_1001,ui_common_32,0
1002,2,notice_system,notice_1002,ui_common_32,0
1003,3,notice_system,notice_1003,0,0
1004,3,notice_system,notice_1004,0,0
1005,2,notice_system,notice_1005,ui_common_32,0
1006,5,notice_system,notice_1006,ui_common_32,0
1007,5,notice_system,notice_1007,ui_common_32,0
1008,5,notice_system,notice_1008,0,0
1009,5,notice_system,notice_1009,ui_common_32,ui_common_33
1010,5,notice_system,notice_1010,ui_common_32,0
1011,5,notice_system,notice_1011,ui_common_32,0
1012,3,notice_system,notice_1012,ui_common_32,0
1013,5,notice_system,notice_1013,ui_common_32,0
1014,5,notice_system,notice_1014,ui_common_32,0
1015,5,notice_system,notice_1015,ui_common_32,0
1016,5,notice_system,notice_1016,ui_common_32,0
1017,5,notice_system,notice_1017,ui_common_32,0
1018,4,notice_system,notice_1018,,
10001,3,notice_system,notice_10001,0,0
10002,3,notice_system,notice_10002,0,0
10003,3,notice_system,notice_10003,0,0
10004,3,notice_system,notice_10004,0,0
10005,3,notice_system,notice_10005,0,0
10006,3,notice_system,notice_10006,0,0
10007,3,notice_system,notice_10007,0,0
10008,3,notice_system,notice_10008,0,0
10009,3,notice_system,notice_10009,0,0
10010,3,notice_system,notice_10010,0,0
10011,3,notice_system,notice_10011,0,0
10012,3,notice_system,notice_10012,0,0
10013,3,notice_system,notice_10013,0,0
10014,3,notice_system,notice_10014,0,0
10015,3,notice_system,notice_10015,0,0
10016,3,notice_system,notice_10016,0,0
10017,3,notice_system,notice_10017,0,0
10018,3,notice_system,notice_10018,0,0
10019,3,notice_system,notice_10019,0,0
10020,3,notice_system,notice_10020,0,0
10021,3,notice_system,notice_10021,0,0
10022,3,notice_system,notice_10022,0,0
10023,3,notice_system,notice_10023,0,0
10024,3,notice_system,notice_10024,0,0
10025,3,notice_system,notice_10025,0,0
10026,3,notice_system,notice_10026,0,0
10027,3,notice_system,notice_10027,0,0
10028,3,notice_system,notice_10028,0,0
10029,3,notice_system,notice_10029,0,0
10030,3,notice_system,notice_10030,0,0
10031,3,notice_system,notice_10031,0,0
10032,3,notice_system,notice_10032,0,0
10033,3,notice_system,notice_10033,0,0
10034,3,notice_system,notice_10034,0,0
10035,3,notice_system,notice_10035,0,0
10036,3,notice_system,notice_10036,0,0
10037,3,notice_system,notice_10037,0,0
10038,3,notice_system,notice_10038,0,0
10039,3,notice_system,notice_10039,0,0
10040,3,notice_system,notice_10040,0,0
10041,3,notice_system,notice_10041,0,0
10042,3,notice_system,notice_10042,0,0
10043,3,notice_system,notice_10043,0,0
10044,3,notice_system,notice_10044,0,0
10045,3,notice_system,notice_10045,0,0
10046,3,notice_system,notice_10046,0,0
10047,3,notice_system,notice_10047,0,0
10048,1,notice_system,notice_10048,ui_common_32,ui_common_33
10049,3,notice_system,notice_10049,0,0
10050,3,notice_system,notice_10050,0,0
10051,3,notice_system,notice_10051,0,0
10052,3,notice_system,notice_10052,0,0
10053,3,notice_system,notice_10053,0,0
10054,3,notice_system,notice_10054,0,0
10055,3,notice_system,notice_10055,0,0
10056,3,notice_system,notice_10056,0,0
10057,3,notice_system,notice_10057,0,0
10058,3,notice_system,notice_10058,0,0
10059,3,notice_system,notice_10059,0,0
10060,3,notice_system,notice_10060,0,0
10061,3,notice_system,notice_10061,0,0
10062,3,notice_system,notice_10062,0,0
10063,3,notice_system,notice_10063,0,0
10064,3,notice_system,notice_10064,0,0
10065,3,notice_system,notice_10065,0,0
10066,3,notice_system,notice_10066,0,0
10067,3,notice_system,notice_10067,0,0
10068,3,notice_system,notice_10068,0,0
10069,3,notice_system,notice_10069,0,0
10070,3,notice_system,notice_10070,0,0
10071,3,notice_system,notice_10071,0,0
10072,3,notice_system,notice_10072,0,0
10073,3,notice_system,notice_10073,0,0
10074,3,notice_system,notice_10074,0,0
10075,1,notice_system,notice_10075,ui_common_32,ui_common_33
10076,3,notice_system,notice_10076,0,0
10077,3,notice_system,notice_10077,0,0
10078,3,notice_system,notice_10078,0,0
10079,3,notice_system,notice_10079,0,0
10080,3,notice_system,notice_10080,0,0
10081,3,notice_system,notice_10081,0,0
10082,3,notice_system,notice_10082,0,0
10083,3,notice_system,notice_10083,0,0
10084,3,notice_system,notice_10084,0,0
10085,3,notice_system,notice_10085,0,0
10086,3,notice_system,notice_10086,0,0
10087,3,notice_system,notice_10087,0,0
10088,3,notice_system,notice_10088,0,0
10089,3,notice_system,notice_10089,0,0
10090,3,notice_system,notice_10090,0,0
10091,3,notice_system,notice_10091,0,0
10092,3,notice_system,notice_10092,0,0
10093,3,notice_system,notice_10093,0,0
10094,3,notice_system,notice_10094,0,0
10095,3,notice_system,notice_10095,0,0
10096,3,notice_system,notice_10096,0,0
10097,3,notice_system,notice_10097,0,0
10098,3,notice_system,notice_10098,0,0
10099,1,notice_system,notice_10099,ui_common_32,ui_common_33
10100,3,notice_system,notice_10100,0,0
10101,3,notice_system,notice_10101,0,0
10102,3,notice_system,notice_10102,0,0
10103,3,notice_system,notice_10103,0,0
10104,3,notice_system,notice_10104,0,0
10105,3,notice_system,notice_10105,0,0
10106,3,notice_system,notice_10106,0,0
10107,3,notice_system,notice_10107,0,0
10108,3,notice_system,notice_10108,0,0
10109,1,notice_system,notice_10109,ui_common_32,ui_common_33
10110,3,notice_system,notice_10110,0,0
10111,3,notice_system,notice_10111,0,0
10112,1,notice_system,notice_10112,ui_common_32,ui_common_33
10113,3,notice_system,notice_10113,0,0
10114,3,notice_system,notice_10114,0,0
10115,3,notice_system,notice_10115,0,0
10116,3,notice_system,notice_10116,0,0
10117,3,notice_system,notice_10117,0,0
10118,3,notice_system,notice_10118,0,0
10119,3,notice_system,notice_10119,0,0
10120,3,notice_system,notice_10120,0,0
10121,3,notice_system,notice_10121,0,0
10122,3,notice_system,notice_10122,0,0
10123,3,notice_system,notice_10123,0,0
10124,3,notice_system,notice_10124,0,0
10125,3,notice_system,notice_10125,0,0
10126,3,notice_system,notice_10126,0,0
10127,3,notice_system,notice_10127,0,0
10128,3,notice_system,notice_10128,0,0
10129,3,notice_system,notice_10129,0,0
10130,3,notice_system,notice_10130,0,0
10131,3,notice_system,notice_10131,0,0
10132,3,notice_system,notice_10132,0,0
10133,3,notice_system,notice_10133,0,0
10134,3,notice_system,notice_10134,0,0
10135,3,notice_system,notice_10135,0,0
10136,3,notice_system,notice_10136,0,0
10137,3,notice_system,notice_10137,0,0
10138,3,notice_system,notice_10138,0,0
10139,3,notice_system,notice_10139,0,0
10140,3,notice_system,notice_10140,0,0
10141,3,notice_system,notice_10141,0,0
10142,3,notice_system,notice_10142,0,0
10143,3,notice_system,notice_10143,0,0
10144,3,notice_system,notice_10144,0,0
10145,3,notice_system,notice_10145,0,0
10146,3,notice_system,notice_10146,0,0
10147,3,notice_system,notice_10147,0,0
10148,3,notice_system,notice_10148,0,0
10149,3,notice_system,notice_10149,0,0
10150,3,notice_system,notice_10150,0,0
10151,3,notice_system,notice_10151,0,0
10152,3,notice_system,notice_10152,0,0
10153,3,notice_system,notice_10153,0,0
10154,3,notice_system,notice_10154,0,0
10155,3,notice_system,notice_10155,0,0
10156,3,notice_system,notice_10156,0,0
10157,3,notice_system,notice_10157,0,0
10158,3,notice_system,notice_10158,0,0
10159,3,notice_system,notice_10159,0,0
10160,3,notice_system,notice_10160,0,0
10161,2,notice_system,notice_10161,ui_common_34,0
10162,3,notice_system,notice_10162,0,0
10163,3,notice_system,notice_10163,0,0
10164,3,notice_system,notice_10164,0,0
10165,3,notice_system,notice_10165,0,0
10166,3,notice_system,notice_10166,0,0
10167,3,notice_system,notice_10167,0,0
10168,3,notice_system,notice_10168,0,0
10169,3,notice_system,notice_10169,0,0
10170,3,notice_system,notice_10170,0,0
10171,3,notice_system,notice_10171,0,0
10172,3,notice_system,notice_10172,0,0
10173,3,notice_system,notice_10173,0,0
10174,3,notice_system,notice_10174,0,0
10175,3,notice_system,notice_10175,0,0
10176,3,notice_system,notice_10176,0,0
10177,3,notice_system,notice_10177,0,0
10178,3,notice_system,notice_10178,0,0
10179,3,notice_system,notice_10179,0,0
10180,3,notice_system,notice_10180,0,0
10181,3,notice_system,notice_10181,0,0
10182,3,notice_system,notice_10182,0,0
10183,3,notice_system,notice_10183,0,0
10184,3,notice_system,notice_10184,0,0
10185,3,notice_system,notice_10185,0,0
10186,3,notice_system,notice_10186,0,0
10188,3,notice_system,notice_10188,0,0
10189,3,notice_system,notice_10189,0,0
10190,3,notice_system,notice_10190,0,0
10191,3,notice_system,notice_10191,0,0
10192,3,notice_system,notice_10192,0,0
10193,3,notice_system,notice_10193,0,0
10194,3,notice_system,notice_10194,0,0
10195,3,notice_system,notice_10195,0,0
10196,3,notice_system,notice_10196,0,0
10197,3,notice_system,notice_10197,0,0
10198,3,notice_system,notice_10198,0,0
10199,3,notice_system,notice_10199,0,0
10200,3,notice_system,notice_10200,0,0
10201,3,notice_system,notice_10201,0,0
10202,3,notice_system,notice_10202,0,0
10203,3,notice_system,notice_10203,0,0
10204,3,notice_system,notice_10204,0,0
10205,3,notice_system,notice_10205,0,0
10206,3,notice_system,notice_10206,0,0
10207,3,notice_system,notice_10207,0,0
10208,3,notice_system,notice_10208,0,0
10209,3,notice_system,notice_10209,0,0
10210,3,notice_system,notice_10210,0,0
10211,3,notice_system,notice_10211,0,0
10212,3,notice_system,notice_10212,0,0
10213,3,notice_system,notice_10213,0,0
10214,3,notice_system,notice_10214,0,0
10215,3,notice_system,notice_10215,0,0
10216,3,notice_system,notice_10216,0,0
10217,3,notice_system,notice_10217,0,0
10218,3,notice_system,notice_10218,0,0
10219,3,notice_system,notice_10219,0,0
10220,3,notice_system,notice_10220,0,0
10221,3,notice_system,notice_10221,0,0
10222,3,notice_system,notice_10222,0,0
10223,3,notice_system,notice_10223,0,0
10224,3,notice_system,notice_10224,0,0
10225,3,notice_system,notice_10225,0,0
10226,3,notice_system,notice_10226,0,0
10227,3,notice_system,notice_10227,0,0
10229,3,notice_system,notice_10229,0,0
10230,3,notice_system,notice_10230,0,0
10231,3,notice_system,notice_10231,0,0
10232,3,notice_system,notice_10232,0,0
10233,3,notice_system,notice_10233,0,0
10234,3,notice_system,notice_10234,0,0
10235,3,notice_system,notice_10235,0,0
10236,3,notice_system,notice_10236,0,0
10237,3,notice_system,notice_10237,0,0
10238,3,notice_system,notice_10238,0,0
10239,3,notice_system,notice_10239,0,0
10240,3,notice_system,notice_10240,0,0
10241,3,notice_system,notice_10241,0,0
10242,3,notice_system,notice_10242,0,0
10243,3,notice_system,notice_10243,0,0
10244,3,notice_system,notice_10244,0,0
10245,3,notice_system,notice_10245,0,0
10246,3,notice_system,notice_10246,0,0
